plot,counter,date,individual,treatment,species,climate,height,capsule size,seedcapsule,seed_count,status,viable,sample,status_paperbag,organzabag_size,first seedcap,herbivory,comment,entered,labmeeting,,
5_5,Lara,17.10.2019,C2,control,Dia_car,ambient,14,1,16,38,unripe,17,single,open,,,0,,2666,,,
5_5,Lara,17.10.2019,C2,control,Dia_car,ambient,24,1,6,46,unripe,19,single,open,,,0,,2669,,,
5_5,Lara,17.10.2019,C2,control,Dia_car,ambient,22,1,15,29,unripe,12,single,open,,,0,,2670,,,
5_5,Lara,17.10.2019,C2,control,Dia_car,ambient,20,1,12,25,unripe,13,single,open,,,0,,2672,,,
5_5,Lara,17.10.2019,C2,control,Dia_car,ambient,25,1,4,27,unripe,9,single,open,,,0,,2673,,,
5_5,Lara,17.10.2019,C2,control,Dia_car,ambient,24,1,7,33,unripe,13,single,open,,,0,,2678,,,
5_5,Lara,17.10.2019,C2,control,Dia_car,ambient,22,1,8,24,unripe,11,single,open,,,0,,2679,,,
5_5,Lara,17.10.2019,C2,control,Dia_car,ambient,16,1.1,17,37,unripe,24,single,open,,,0,,2667,,,
5_5,Lara,17.10.2019,C2,control,Dia_car,ambient,24,1.1,1,28,unripe,15,single,open,,,0,,2677,,,
5_5,Lara,17.10.2019,C2,control,Dia_car,ambient,23,1.4,18,42,unripe,18,single,open,,,0,,2665,,,
5_5,Martin,17.10.2019,C2,control,Dia_car,ambient,27,0.8,9,52,open,23,single,open,,,0,,2626,,,
5_5,Garp,18.09.2019,C2,control,Dia_car,ambient,21,0.8,5,2,herbivory,2,single,open,,,1,herbivory,3396,,,
5_5,Garp,18.09.2019,C2,control,Dia_car,ambient,24,0.7,1,51,ripe_capsule,13,single,open,,,0,,3392,,,
5_5,Garp,18.09.2019,C2,control,Dia_car,ambient,22,0.7,2,35,ripe_capsule,6,single,open,,,0,,3393,,,
5_5,Garp,18.09.2019,C2,control,Dia_car,ambient,22,0.7,3,54,ripe_capsule,4,single,open,,,0,,3394,,,
5_5,Garp,18.09.2019,C2,control,Dia_car,ambient,21,0.7,4,50,ripe_capsule,11,single,open,,,0,,3395,,,
8_3,Julia,10.10.2019,C4,control,Dia_car,ambient,7,1.1,5,71,ripe_capsule,16,single,open,,,0,,2805,,,
8_3,Julia,10.10.2019,C4,control,Dia_car,ambient,7,1.1,5,71,ripe_capsule,16,single,open,,,0,,2891,,,
5_5,Julia,20.08.2019,C2,control,Dia_car,ambient,21,1.2,4,69,unripe,6,single,open,,,0,,2205,,,
5_5,Julia,20.08.2019,C2,control,Dia_car,ambient,24.5,1.3,1,50,unripe,0,single,unripe,,,0,,2204,,,
5_5,Julia,20.08.2019,C2,control,Dia_car,ambient,24.5,1.3,2,50,unripe,15,single,open,,,0,seeds still light brown,2206,,,
5_5,Garp,22.10.2019,C2,control,Dia_car,ambient,21.5,0.8,13,20,ripe_capsule,11,single,open,,,0,,3110,,,
5_5,Garp,22.10.2019,C2,control,Dia_car,ambient,21,1,19,59,ripe_capsule,19,single,open,,,0,,3106,,,
5_5,Garp,22.10.2019,C2,control,Dia_car,ambient,20,1,16,92,ripe_capsule,4,single,open,,,0,,3109,,,
5_5,Garp,22.10.2019,C2,control,Dia_car,ambient,24,1,12,52,ripe_capsule,4,single,open,,,0,,3111,,,
5_5,Garp,22.10.2019,C2,control,Dia_car,ambient,24.5,1,9,54,ripe_capsule,22,single,open,,,0,,3114,,,
5_5,Garp,22.10.2019,C2,control,Dia_car,ambient,23,1,8,87,ripe_capsule,16,single,open,,,0,,3115,,,
5_5,Garp,22.10.2019,C2,control,Dia_car,ambient,21,1,6,56,ripe_capsule,16,single,open,,,0,,3117,,,
5_5,Garp,22.10.2019,C2,control,Dia_car,ambient,18.5,1.1,20,62,ripe_capsule,23,single,open,,,0,,3105,,,
5_5,Garp,22.10.2019,C2,control,Dia_car,ambient,19,1.1,17,99,ripe_capsule,18,single,open,,,0,,3108,,,
5_5,Garp,22.10.2019,C2,control,Dia_car,ambient,23.5,1.1,7,61,ripe_capsule,24,single,open,,,0,,3116,,,
5_5,Garp,22.10.2019,C2,control,Dia_car,ambient,24.5,1.1,4,63,ripe_capsule,25,single,open,,,0,,3118,,,
5_5,Garp,22.10.2019,C2,control,Dia_car,ambient,25,1.1,3,76,ripe_capsule,21,single,open,,,0,,3119,,,
5_5,Garp,22.10.2019,C2,control,Dia_car,ambient,16,1.2,18,62,ripe_capsule,12,single,open,,,0,,3107,,,
5_5,Garp,22.10.2019,C2,control,Dia_car,ambient,21,1.2,14,54,ripe_capsule,27,single,open,,,0,,3121,,,
5_5,Garp,22.10.2019,C2,control,Dia_car,ambient,24.5,1.3,11,69,ripe_capsule,28,single,open,,,0,,3112,,,
5_5,Garp,22.10.2019,C2,control,Dia_car,ambient,23,1.3,10,70,ripe_capsule,40,single,open,,,0,,3113,,,
5_5,Garp,22.10.2019,C2,control,Dia_car,ambient,,0.5,15,55,unripe,0,single,unripe,,,0,broke off,3120,,,
5_5,Garp,22.10.2019,C2,control,Dia_car,ambient,,0.5,1,30,unripe,0,single,unripe,,,0,broke off,3122,,,
5_5,Garp,22.10.2019,C2,control,Dia_car,ambient,,0.6,2,75,unripe,0,single,unripe,,,0,broke off,3123,,,
1_1,Andreas,08.08.2019,S2,supplement,Dia_car,ambient,19,1.2,2,51,ripe_capsule,10,,open,,,0,,,,,
1_1,Andreas,09.08.2019,S2,supplement,Dia_car,ambient,13,1.2,2,46,ripe_capsule,16,,open,,,0,,,,,
5_5,Andreas,23.08.2019,C2,control,Dia_car,ambient,23,0.9,8,55,unripe,6,,open,,,0,40 unripe smaller,,,,
5_5,Andreas,23.08.2019,C2,control,Dia_car,ambient,20.5,0.9,11,54,unripe,9,,open,,,0,off 42 unripe smaller,,,,
5_5,Andreas,23.08.2019,C2,control,Dia_car,ambient,19.5,1,1,62,unripe,6,,open,,,0,"offen, 44 unripe smaller",,,,
5_5,Andreas,23.08.2019,C2,control,Dia_car,ambient,30,1,6,62,unripe,5,,open,,,0,49 unripe smaller,,,,
5_5,Andreas,23.08.2019,C2,control,Dia_car,ambient,19,1,4,60,unripe,7,,open,,,0,45 unripe smaller,,,,
5_5,Andreas,23.08.2019,C2,control,Dia_car,ambient,21,1.1,5,54,unripe,6,,open,,,0,40 unripe smaller,,,,
5_5,Andreas,23.08.2019,C2,control,Dia_car,ambient,19.5,1.2,2,52,unripe,34,,open,,,0,1.5,,,,
5_5,Garp,23.08.2019,C2,control,Dia_car,ambient,23,1,13,68,ripe_capsule,4,single,open,,,0,,4295,,,
5_5,Garp,23.08.2019,C2,control,Dia_car,ambient,23,1,12,71,ripe_capsule,9,single,open,,,0,,4401,,,
5_5,Garp,23.08.2019,C2,control,Dia_car,ambient,21,1.1,10,68,ripe_capsule,9,single,open,,,0,,4298,,,
5_5,Garp,23.08.2019,C2,control,Dia_car,ambient,21,1.1,9,66,ripe_capsule,9,single,open,,,0,,4402,,,
5_5,Garp,23.08.2019,C2,control,Dia_car,ambient,23,1.2,14,79,ripe_capsule,16,single,open,,,0,,4355,,,
5_5,Garp,23.08.2019,C2,control,Dia_car,ambient,23,1.2,14,79,ripe_capsule,16,single,open,,,0,,4358,,,
5_5,Andreas,26.07.2019,C2,control,Dia_car,ambient,17.5,1.2,7,65,unripe,11,,open,,,0,unvollst Beschrift. Und 48 unripe smaller,,,,
5_5,Andreas,26.07.2019,C2,control,Dia_car,ambient,17.5,1.2,6,37,unripe,20,,open,,,0,17 unripe smaller,,,,
5_5,Andreas,26.07.2019,C2,control,Dia_car,ambient,14,1.2,8,75,unripe,30,,open,,,0,39 unripe smaller,,,,
5_5,Andreas,26.07.2019,C2,control,Dia_car,ambient,22,1.4,4,66,unripe,29,,open,,,0,30 unripe smaller,,,,
5_5,Andreas,26.07.2019,C2,control,Dia_car,ambient,17.5,1.4,5,60,unripe,26,,open,,,0,unvollst. Beschrift. Und 30 unripe smaller,,,,
10_2,Martin,30.08.2019,S3,supplement,Dia_car,ambient,16,1.1,3,34,ripe_capsule,15,single,open,,,0,color,929,,,
10_2,Martin,30.08.2019,S3,supplement,Dia_car,ambient,9,1.3,9,39,ripe_capsule,28,single,open,,,0,colour,576,,,
10_2,Martin,30.08.2019,S3,supplement,Dia_car,ambient,13,1.4,8,48,ripe_capsule,27,single,open,,,0,lost 1 viable seed,574,,,
5_5,Julia,26.08.2019,C2,control,Dia_car,ambient,19,1.2,2,45,open,15,single,open,,,0,,2923,,,
5_5,Julia,26.08.2019,C2,control,Dia_car,ambient,20,1.2,5,83,open,19,single,open,,,0,,2969,,,
5_5,Julia,26.08.2019,C2,control,Dia_car,ambient,20,1.2,7,70,unripe,16,single,open,,,0,measured in field 1.4,2917,,,
5_5,Lara,26.08.2019,C2,control,Dia_car,ambient,20,1.1,1,31,open,5,single,open,,,0,,2283,,,
5_5,Lara,26.08.2019,C2,control,Dia_car,ambient,21,1.2,6,48,open,22,single,open,,,0,,2285,,,
5_5,Lara,26.08.2019,C2,control,Dia_car,ambient,10,1.3,4,44,open,24,single,open,,,0,,2299,,,
5_5,Martin,26.08.2019,C2,control,Dia_car,ambient,19,,3,0,open,0,single,open,,,1,Herbivory,2865,,,
5_5,Garp,26.09.2019,C2,control,Dia_car,ambient,24.5,,4,0,dry,0,single,dry,,,1,"herbivory, poop",1111,,,
5_5,Garp,26.09.2019,C2,control,Dia_car,ambient,23.5,,14,33,herbivory,10,single,open,,,1,herbivory,1012,,,
5_5,Garp,26.09.2019,C2,control,Dia_car,ambient,24.5,0.5,9,34,open,13,single,open,,,0,,1116,,,
5_5,Garp,26.09.2019,C2,control,Dia_car,ambient,23.5,0.7,22,22,ripe_capsule,12,single,open,,,0,,1020,,,
5_5,Garp,26.09.2019,C2,control,Dia_car,ambient,16.5,0.7,28,45,ripe_capsule,2,single,open,,,0,,1026,,,
5_5,Garp,26.09.2019,C2,control,Dia_car,ambient,21.5,0.7,8,26,ripe_capsule,14,single,open,,,0,,1115,,,
5_5,Garp,26.09.2019,C2,control,Dia_car,ambient,29.5,0.8,20,38,ripe_capsule,4,single,open,,,0,,1018,,,
5_5,Garp,26.09.2019,C2,control,Dia_car,ambient,25.5,0.8,25,43,ripe_capsule,16,single,open,,,0,,1023,,,
5_5,Garp,26.09.2019,C2,control,Dia_car,ambient,19.5,0.8,7,40,ripe_capsule,10,single,open,,,0,,1114,,,
5_5,Garp,26.09.2019,C2,control,Dia_car,ambient,23,0.9,26,52,ripe_capsule,0,single,open,,,0,,1024,,,
5_5,Garp,26.09.2019,C2,control,Dia_car,ambient,22,0.9,27,53,ripe_capsule,9,single,open,,,0,,1025,,,
5_5,Garp,26.09.2019,C2,control,Dia_car,ambient,21,0.9,6,41,ripe_capsule,0,single,open,,,0,,1113,,,
5_5,Garp,26.09.2019,C2,control,Dia_car,ambient,21.5,1,24,47,ripe_capsule,16,single,open,,,0,,1022,,,
5_5,Garp,26.09.2019,C2,control,Dia_car,ambient,22,1,1,46,ripe_capsule,32,single,open,,,0,,1108,,,
5_5,Garp,26.09.2019,C2,control,Dia_car,ambient,14,1,13,64,ripe_capsule,0,single,open,,,0,,1119,,,
5_5,Garp,26.09.2019,C2,control,Dia_car,ambient,23,1.1,16,44,ripe_capsule,17,single,open,,,0,,1014,,,
5_5,Garp,26.09.2019,C2,control,Dia_car,ambient,22,1.1,2,75,ripe_capsule,0,single,open,,,0,,1109,,,
5_5,Garp,26.09.2019,C2,control,Dia_car,ambient,27.5,1.2,19,41,ripe_capsule,14,single,open,,,0,,1017,,,
5_5,Garp,26.09.2019,C2,control,Dia_car,ambient,16,1.2,3,31,ripe_capsule,22,single,open,,,0,,1110,,,
5_5,Garp,26.09.2019,C2,control,Dia_car,ambient,27,1.2,5,60,ripe_capsule,10,single,open,,,0,,1112,,,
5_5,Garp,26.09.2019,C2,control,Dia_car,ambient,23,1.2,10,62,ripe_capsule,0,single,open,,,0,,1117,,,
5_5,Garp,26.09.2019,C2,control,Dia_car,ambient,23,,11,48,ripe_capsule,0,single,open,,,0,,1118,,,
5_5,Garp,26.09.2019,C2,control,Dia_car,ambient,24,0.5,15,60,unripe,0,single,open,,,0,,1013,,,
5_5,Garp,26.09.2019,C2,control,Dia_car,ambient,29,0.5,21,27,unripe,0,single,unripe,,,0,,1019,,,
5_5,Garp,26.09.2019,C2,control,Dia_car,ambient,21,0.5,23,26,unripe,1,single,unripe,,,0,,1021,,,
5_5,Garp,26.09.2019,C2,control,Dia_car,ambient,19.5,,17,89,unripe,0,single,open,,,0,,1015,,,
5_5,Garp,26.09.2019,C2,control,Dia_car,ambient,24,,18,8,unripe,0,single,open,,,1,herbivory,1016,,,
5_5,Garp,26.09.2019,C2,control,Dia_car,ambient,24,,29,15,unripe,0,single,open,,,1,herbivory,1027,,,
5_5,Martin,29.08.2019,C2,control,Dia_car,ambient,19.5,,27,58,herbivory,0,single,open,,,1,Herbivor was in bag and ate it's way out of seedcap and bag,556,,,
5_5,Martin,29.08.2019,C2,control,Dia_car,ambient,22,0.9,1,56,open,6,single,open,,,0,color,809,,,
5_5,Martin,29.08.2019,C2,control,Dia_car,ambient,19,1.2,17,66,open,39,single,open,,,0,"additiol 5 small and yellow, included in seed_count",550,,,
5_5,Martin,29.08.2019,C2,control,Dia_car,ambient,22,1.2,2,53,open,20,single,open,,,0,"additiol 5 small and yellow, included in seed_count",564,,,
5_5,Martin,29.10.2019,S3,supplement,Dia_car,ambient,8,,1,26,ripe_capsule,15,single,open,,,0,forgot to measure,381,,,
6_3,Martin,29.08.2019,S3,supplement,Dia_car,future,4,1,4,33,ripe_capsule,20,single,open,,,0,,815,,,
5_5,Martin,29.08.2019,C2,control,Dia_car,ambient,26,1,21,50,unripe,20,single,open,,,0,"additiol 4 small and yellow, included in seed_count",554,,,
5_5,Martin,29.08.2019,C2,control,Dia_car,ambient,25,1,7,54,unripe,17,single,open,,,0,"additiol 1 small and yellow, included in seed_count",569,,,
5_5,Martin,29.08.2019,C2,control,Dia_car,ambient,22,1.1,13,59,unripe,34,single,open,,,0,"additiol 7 small and yellow, included in seed_count",546,,,
5_5,Martin,29.08.2019,C2,control,Dia_car,ambient,20,1.1,3,51,unripe,23,single,open,,,0,"additiol 15 small and yellow, included in seed_count",565,,,
5_5,Martin,29.08.2019,C2,control,Dia_car,ambient,25,1.1,8,74,unripe,28,single,open,,,0,"additiol 7 small and yellow, included in seed_count",570,,,
5_5,Martin,29.08.2019,C2,control,Dia_car,ambient,22,1.1,10,57,unripe,30,single,open,,,0,"additiol 5 small and yellow, included in seed_count",572,,,
5_5,Martin,29.08.2019,C2,control,Dia_car,ambient,21,1.2,15,57,unripe,28,single,open,,,0,"additiol 13 small and yellow, included in seed_count",548,,,
5_5,Martin,29.08.2019,C2,control,Dia_car,ambient,23,1.2,16,66,unripe,29,single,open,,,0,"additiol 8 small and yellow, included in seed_count",549,,,
5_5,Martin,29.08.2019,C2,control,Dia_car,ambient,19,1.2,19,68,unripe,32,single,open,,,0,"additiol 5 small and yellow, included in seed_count",552,,,
5_5,Martin,29.08.2019,C2,control,Dia_car,ambient,21,1.2,20,56,unripe,31,single,open,,,0,"additiol 5 small and yellow, included in seed_count",553,,,
5_5,Martin,29.08.2019,C2,control,Dia_car,ambient,16,1.2,24,50,unripe,31,single,open,,,0,"additiol 6 small and yellow, included in seed_count",558,,,
5_5,Martin,29.08.2019,C2,control,Dia_car,ambient,17,1.2,25,53,unripe,36,single,open,,,0,"additiol 9 small and yellow, included in seed_count",559,,,
5_5,Martin,29.08.2019,C2,control,Dia_car,ambient,25,1.2,26,56,unripe,15,single,open,,,0,"additiol 1 small and yellow, included in seed_count",560,,,
5_5,Martin,29.08.2019,C2,control,Dia_car,ambient,19.5,1.2,28,57,unripe,37,single,open,,,0,"additiol 3 small and yellow, included in seed_count",561,,,
5_5,Martin,29.08.2019,C2,control,Dia_car,ambient,23,1.2,29,53,unripe,34,single,open,,,0,"additiol 8 small and yellow, included in seed_count",562,,,
5_5,Martin,29.08.2019,C2,control,Dia_car,ambient,20,1.2,30,55,unripe,29,single,open,,,0,"additiol 1 small and yellow, included in seed_count",563,,,
5_5,Martin,29.08.2019,C2,control,Dia_car,ambient,20,1.2,4,52,unripe,32,single,open,,,0,"additiol 4 small and yellow, included in seed_count",566,,,
5_5,Martin,29.08.2019,C2,control,Dia_car,ambient,24,1.2,6,63,unripe,28,single,open,,,0,"additiol 16 small and yellow, included in seed_count",568,,,
5_5,Martin,29.08.2019,C2,control,Dia_car,ambient,22,1.2,9,45,unripe,23,single,open,,,0,"additiol 7 small and yellow, included in seed_count",571,,,
5_5,Martin,29.08.2019,C2,control,Dia_car,ambient,22,1.2,11,59,unripe,33,single,open,,,0,"additiol 8 small and yellow, included in seed_count",573,,,
5_5,Martin,29.08.2019,C2,control,Dia_car,ambient,23,1.3,12,53,unripe,23,single,open,,,0,"additiol 13 small and yellow, included in seed_count",545,,,
5_5,Martin,29.08.2019,C2,control,Dia_car,ambient,19.5,1.3,14,53,unripe,29,single,open,,,0,"additiol 11 small and yellow, included in seed_count",547,,,
5_5,Martin,29.08.2019,C2,control,Dia_car,ambient,20,1.3,5,55,unripe,41,single,open,,,0,"additiol 3 small and yellow, included in seed_count",567,,,
5_5,Martin,29.08.2019,C2,control,Dia_car,ambient,20,1.5,18,52,unripe,34,single,open,,,0,"additiol 15 small and yellow, included in seed_count, capsule measured in field",551,,,
2_5,Amibeth,24.09.2019,C3,control,Dia_car,future,10,0.8,3,0,open,0,single,open,,,1,Herbivory,2347,,,
6_3,Amibeth,19.09.2019,C3,control,Dia_car,future,18.5,0.7,3,3,dry,0,single,dust,,,1,Herbivory,2349,,,
6_3,Amibeth,19.09.2019,C3,control,Dia_car,future,18,0.7,4,8,dry,0,single,dust,,,1,Herbivory,2350,,,
6_3,Amibeth,19.09.2019,S3,supplement,Dia_car,future,12.5,1.3,1,2,unripe,0,single,unripe,,,1,Herbivory,2351,,,
6_3,Amibeth,07.11.2019,S1,supplement,Dia_car,future,8,0.7,1,38,unripe,13,group,open,,,0,to early,2352,,,
6_3,Amibeth,07.11.2019,S1,supplement,Dia_car,future,8,1,E1_1,52,unripe,21,group,open,,,0,,2353,,,
7_2,Amibeth,07.11.2019,S3,supplement,Dia_car,future,12,0.8,1,72,unripe,0,single,open,,,0,to early ,2354,,,
5_5,Amibeth,10.10.2019,S1,supplement,Dia_car,ambient,22,,20,0,unripe,0,single,unripe,,,0,no cap,2595,,,
5_5,Amibeth,10.10.2019,S1,supplement,Dia_car,ambient,17.5,,9,0,unripe,0,single,unripe,,,1,herbivory,2596,,,
5_5,Amibeth,10.10.2019,S1,supplement,Dia_car,ambient,23,,17,0,unripe,0,single,unripe,,,0,,2597,,,
5_5,Amibeth,17.10.2019,C2,control,Dia_car,ambient,23,1.1,3,51,ripe_capsule,19,single,open,,,0,,2598,,,
5_5,Amibeth,17.10.2019,C2,control,Dia_car,ambient,27,0.8,10,34,open,6,group,open,,,0,,2599,,,
5_5,Amibeth,17.10.2019,C2,control,Dia_car,ambient,27,0.6,E1_10,44,unripe,0,group,open,,,0,,2600,,,
5_5,Amibeth,29.10.2019,C2,control,Dia_car,ambient,22,1.1,2,64,unripe,15,single,open,,,0,,2627,,,
5_5,Amibeth,29.10.2019,C2,control,Dia_car,ambient,24.5,0.6,3,41,unripe,12,single,open,,,0,,2628,,,
5_5,Amibeth,29.10.2019,C2,control,Dia_car,ambient,22.5,1.3,4,65,unripe,18,single,open,,,0,,2629,,,
5_5,Amibeth,29.10.2019,C2,control,Dia_car,ambient,22,1.1,6,52,unripe,6,single,open,,,0,,2630,,,
5_5,Amibeth,29.10.2019,C2,control,Dia_car,ambient,24,0.7,7,60,unripe,14,single,open,,,0,,2631,,,
5_5,Amibeth,29.10.2019,C2,control,Dia_car,ambient,14,0.7,20,48,unripe,10,single,open,,,0,,2632,,,
5_5,Amibeth,29.10.2019,C2,control,Dia_car,ambient,26.5,0.5,22,55,unripe,0,single,open,,,0,,2633,,,
5_5,Amibeth,29.10.2019,C2,control,Dia_car,ambient,20.5,0.9,24,58,unripe,13,single,open,,,0,,2634,,,
5_5,Amibeth,29.10.2019,C2,control,Dia_car,ambient,23,0.7,9,59,unripe,1,single,open,,,0,,2635,,,
5_5,Ele,29.10.2019,C2,control,Dia_car,ambient,26,1.1,1,45,ripe_capsule,10,single,open,,,0,,2594,,,
5_5,Martin,29.10.2019,C2,control,Dia_car,ambient,16,0.4,33,30,unripe,0,single,open,,,0,,2617,,,
5_5,Martin,29.10.2019,C2,control,Dia_car,ambient,14,0.5,21,59,unripe,0,single,open,,,0,,2611,,,
5_5,Martin,29.10.2019,C2,control,Dia_car,ambient,20.5,0.5,16,15,unripe,0,single,open,,,0,,2623,,,
5_5,Martin,29.10.2019,C2,control,Dia_car,ambient,20.5,0.6,18,42,unripe,0,single,open,,,0,,2622,,,
5_5,Martin,29.10.2019,C2,control,Dia_car,ambient,23,0.7,11,43,unripe,0,single,open,,,0,,2612,,,
5_5,Martin,29.10.2019,C2,control,Dia_car,ambient,24.5,0.7,31,35,unripe,0,single,open,,,0,,2618,,,
5_5,Martin,29.10.2019,C2,control,Dia_car,ambient,20,0.9,14,21,unripe,1,single,open,,,0,,2614,,,
5_5,Martin,29.10.2019,C2,control,Dia_car,ambient,25.5,0.9,29,2,unripe,0,single,open,,,0,half flower,2619,,,
5_5,Martin,29.10.2019,C2,control,Dia_car,ambient,21,0.9,27,36,unripe,0,single,open,,,0,,2620,,,
5_5,Martin,29.10.2019,C2,control,Dia_car,ambient,22.5,1,5,32,unripe,0,single,open,,,0,10 maybe viable,2609,,,
5_5,Martin,29.10.2019,C2,control,Dia_car,ambient,23,1,8,50,unripe,0,single,open,,,0,5 maybe viable,2610,,,
5_5,Martin,29.10.2019,C2,control,Dia_car,ambient,23,1,10,49,unripe,1,single,open,,,0,,2613,,,
5_5,Martin,29.10.2019,C2,control,Dia_car,ambient,18.5,1.1,35,40,unripe,5,single,open,,,0,,2616,,,
5_5,Martin,29.10.2019,C2,control,Dia_car,ambient,20.5,1.2,38,41,unripe,11,single,open,,,0,,2615,,,
5_5,Martin,29.10.2019,C2,control,Dia_car,ambient,22.5,1.2,15,40,unripe,18,single,open,,,0,unsure about viable,2621,,,
5_5,Garp,08.08.2019,C3,control,Dia_car,ambient,6.5,0.9,1,58,ripe_capsule,18,single,open,,,0,,4348,,,
5_5,Garp,08.08.2019,C3,control,Dia_car,ambient,7.5,1,2,48,ripe_capsule,21,single,open,,,0,,4279,,,
6_3,Martin,29.08.2019,S3,supplement,Dia_car,future,10,1.2,1,62,ripe_capsule,22,single,open,,,0,color,812,,,
5_5,Martin,09.08.2019,C3,control,Dia_car,ambient,9,1.4,4,59,unripe,51,single,open,,,0,collected to early,276,,,
5_5,Andreas,12.09.2019,C3,control,Dia_car,ambient,7.5,1.4,2,20,herbivory,11,,open,,,1,herbivorie und offen,,,,
5_5,Andreas,12.09.2019,C3,control,Dia_car,ambient,13,0.9,5,16,unripe,0,,open,,,1,herbivorie und offen,,,,
5_5,Andreas,12.09.2019,C3,control,Dia_car,ambient,6,1.4,6,36,unripe,36,,open,,,1,herbivorie und offen,,,,
5_5,Andreas,12.09.2019,C3,control,Dia_car,ambient,6,1.5,7,65,unripe,0,,open,,,1,herbivorie und offen,,,,
5_5,Andreas,12.09.2019,C3,control,Dia_car,ambient,12,1.2,8,0,,,,open,,,0,,,,,
5_5,Andreas,12.09.2019,C3,control,Dia_car,ambient,9,1.2,3,0,,,,open,,,1,herbivorie und offen,,,,
5_5,Martin,12.09.2019,C3,control,Dia_car,ambient,8,1.1,1,0,herbivory,0,single,open,,,1,Herbivory,170,,,
5_5,Martin,12.09.2019,C3,control,Dia_car,ambient,12,,9,0,sidecap/herbi,0,single,open,,,1,Herbivory,169,,,
2_5,Sarah,24.09.2019,C3,control,Dia_car,future,10,1,9,0,unripe,0,single,unripe,,,1,Herbivory,1556,1,,
5_5,Martin,22.10.2019,C3,control,Dia_car,ambient,18,0.7,1,37,unripe,0,single,open,,,0,seeds stick together,2881,,,
5_5,Martin,22.10.2019,C3,control,Dia_car,ambient,18.5,0.8,2,21,unripe,0,single,open,,,0,all clued together,2447,,,
5_5,Martin,22.10.2019,C3,control,Dia_car,ambient,12.5,0.8,3,47,unripe,0,single,open,,,0,,2879,,,
5_5,Martin,22.10.2019,C3,control,Dia_car,ambient,12.5,0.9,4,42,unripe,21,single,open,,,0,to early,2876,,,
5_5,Martin,26.09.2019,C3,control,Dia_car,ambient,12.5,0.8,1,53,unripe,1,single,open,,,0,"to early, white seeds",523,,,
5_5,Martin,29.07.2019,C3,control,Dia_car,ambient,6.5,1.1,1,52,open,21,single,open,,,0,,256,,,
5_5,Andreas,,C3,control,Dia_car,ambient,13,1.2,4,12,unripe,0,,open,,,1,herbivorie und offen,,,,
5_5,Lotte,02.08.2019,C4,control,Dia_car,ambient,11,1.2,1,34,unripe,16,single,open,,,0,to early,2414,,,
5_5,Sanne,07.11.2019,C4,control,Dia_car,ambient,16,0.7,1,63,unripe,0,single,open,,,0,,2440,,,
5_5,Christian,12.09.2019,C4,control,Dia_car,ambient,12,1.2,1,68,open,33,single,open,,,0,,733,,,
3_4,Christian,26.07.2019,C4,control,Dia_car,ambient,14,1.1,8,83,ripe_capsule,64,single,open,,,0,,603,,,
3_4,Christian,26.07.2019,C4,control,Dia_car,ambient,12,1.2,7,82,ripe_capsule,38,single,open,,,0,,602,,,
5_5,Lara,12.09.2019,C4,control,Dia_car,ambient,12,0.9,6,57,ripe_capsule,29,single,open,,,0,,1615,1,,
5_5,Lara,12.09.2019,C4,control,Dia_car,ambient,11.5,1,8,43,ripe_capsule,36,single,open,,,0,,1616,1,,
5_5,Lara,12.09.2019,C4,control,Dia_car,ambient,10,1.2,5,58,ripe_capsule,30,single,open,,,0,,1613,1,,
5_5,Lara,12.09.2019,C4,control,Dia_car,ambient,7.5,1.3,4,50,ripe_capsule,38,single,open,,,0,,1612,1,,
5_5,Lara,12.09.2019,C4,control,Dia_car,ambient,12,1.3,7,30,ripe_capsule,10,single,open,,,0,,1614,1,,
5_5,Garp,18.09.2019,C4,control,Dia_car,ambient,8.5,1.1,1,72,ripe_capsule,28,single,open,,,0,,3397,,,
5_5,Garp,18.09.2019,C4,control,Dia_car,ambient,1.2,1.1,2,62,ripe_capsule,15,single,open,,,0,,3398,,,
5_5,Garp,18.09.2019,C4,control,Dia_car,ambient,6,1.1,4,59,ripe_capsule,41,single,open,,,0,,3400,,,
5_5,Garp,18.09.2019,C4,control,Dia_car,ambient,1.1,1.2,3,71,ripe_capsule,53,single,open,,,0,,3399,,,
8_3,Julia,10.10.2019,C4,control,Dia_car,ambient,8,1.2,3,85,ripe_capsule,18,single,open,,,0,,2803,,,
5_5,Julia,23.08.2019,C4,control,Dia_car,ambient,7,1.1,2,108,open,8,single,open,,,0,,2502,,,
5_5,Julia,23.08.2019,C4,control,Dia_car,ambient,8,1.2,1,108,open,48,single,open,,,0,,2501,,,
5_5,Julia,23.08.2019,C4,control,Dia_car,ambient,12,1.2,3,100,open,45,single,open,,,0,,2503,,,
6_3,Martin,29.08.2019,S3,supplement,Dia_car,future,13,1.2,5,71,ripe_capsule,31,single,open,,,0,color,816,,,
3_4,Christian,26.07.2019,C4,control,Dia_car,ambient,14.5,1.2,2,85,ripe_capsule,54,single,open,,,0,,789,,,
3_4,Christian,26.07.2019,C4,control,Dia_car,ambient,11,1.2,4,91,ripe_capsule,44,single,open,,,0,,791,,,
3_4,Christian,26.07.2019,C4,control,Dia_car,ambient,14,1.3,5,88,ripe_capsule,57,single,open,,,0,,792,,,
5_5,Christian,12.09.2019,C4,control,Dia_car,ambient,12,0.9,2,44,ripe_capsule,9,single,open,,,0,,867,,,
