plot,counter,date,individual,treatment,species,climate,height,capsule size,seedcapsule,seed_count,status,viable,sample,status_paperbag,organzabag_size,first seedcap,herbivory,comment,entered,labmeeting,,
10_2,Martin,09.06.2019,S3,supplement,Dia_car,ambient,,,2,58,small_unripe,19,group,open,,,0,,14,,,
10_2,Martin,09.06.2019,S3,supplement,Dia_car,ambient,,,3,35,small_unripe,1,group,,,,0,,15,,,
10_2,Martin,09.06.2019,S3,supplement,Dia_car,ambient,,,4,61,small_unripe,0,group,,,,0,,16,,,
10_2,Martin,09.06.2019,S3,supplement,Dia_car,ambient,,,5,37,small_unripe,0,group,brown,,,0,,17,,,
10_2,Martin,09.06.2019,S3,supplement,Dia_car,ambient,,,6,38,small_unripe,0,group,brown,,,0,,18,,,
3_4,Andreas,09.08.2019,C2,control,Dia_car,ambient,10,1.2,21,44,ripe_capsule,12,,open,,,0,,,,,
3_4,Andreas,09.08.2019,C2,control,Dia_car,ambient,18,1.2,4,43,ripe_capsule,17,,open,,,0,,,,,
3_4,Andreas,09.08.2019,C2,control,Dia_car,ambient,18,1.4,6,53,ripe_capsule,21,,open,,,0,,,,,
10_2,Andreas,09.08.2019,S3,supplement,Dia_car,ambient,13,1.6,2,44,unripe,25,,open,,,0,,,,,
10_2,Andreas,09.08.2019,S3,supplement,Dia_car,ambient,14,1.6,4,48,unripe,19,,open,,,0,,,,,
10_2,Julia,10.10.2019,S3,supplement,Dia_car,ambient,11,1.4,2,109,unripe,38,single,open,,,0,,3006,,,
9_1,Lea,13.09.2019,C2,control,Dia_car,future,6,1.5,2,64,ripe_capsule,16,single,open,,,0,,1515,1,,
10_2,Martin,10.10.2019,S3,supplement,Dia_car,ambient,13,0.4,9,34,unripe,0,single,unripe,,,0,Stigma,2625,,,
10_2,Garp,12.08.2019,S3,supplement,Dia_car,ambient,14,1.2,2,68,ripe_capsule,17,single,open,,,0,,4262,,,
10_2,Garp,12.08.2019,S3,supplement,Dia_car,ambient,11,1.2,1,65,ripe_capsule,19,single,open,,,0,,4263,,,
10_2,Andreas,13.09.2019,S3,supplement,Dia_car,ambient,12,1,1,43,open,27,,open,,,0,open,,,,
10_2,Andreas,13.09.2019,S3,supplement,Dia_car,ambient,14.5,1,3,56,open,26,,open,,,0,open,,,,
10_2,Andreas,13.09.2019,S3,supplement,Dia_car,ambient,14,1,2,53,open,18,,open,,,0,open,,,,
10_2,Andreas,13.09.2019,S3,supplement,Dia_car,ambient,11.5,1.1,5,63,open,22,,open,,,0,open,,,,
10_2,Andreas,13.09.2019,S3,supplement,Dia_car,ambient,11.5,1.1,6,53,open,25,,open,,,0,open,,,,
10_2,Andreas,13.09.2019,S3,supplement,Dia_car,ambient,14.5,1.1,4,48,open,29,,open,,,0,open,,,,
10_2,Andreas,16.09.2019,S3,supplement,Dia_car,ambient,12,1.2,2,57,unripe,19,,open,,,0,20 unripe smaller,,,,
10_2,Christian,16.09.2019,S3,supplement,Dia_car,ambient,11,0.7,4,39,open,3,single,open,,,0,,881,,,
10_2,Christian,16.09.2019,S3,supplement,Dia_car,ambient,11.5,1,1,49,open,15,single,open,,,0,,871,,,
10_2,Martin,16.09.2019,S3,supplement,Dia_car,ambient,12,0.8,3,63,unripe,0,single,open,,,0,,1764,,,
10_2,Lea,10.10.2019,S3,supplement,Dia_car,ambient,,1.8,1,48,ripe_capsule,25,single,open,,,0,,2368,,,
10_2,Michael,17.10.2019,S3,supplement,Dia_car,ambient,9,1,2,32,open,5,single,open,,,0,,2542,,,
10_2,Michael,17.10.2019,S3,supplement,Dia_car,ambient,16,1.2,1,43,open,33,single,open,,,0,,2554,,,
10_2,Michael,17.10.2019,S3,supplement,Dia_car,ambient,15,,12,20,open,0,single,open,,,0,,2548,,,
4_4,Michael,01.10.2019,C2,control,Dia_car,future,13.5,1,2,65,ripe_capsule,45,single,open,,,0,,1543,1,,
4_4,Michael,01.10.2019,C2,control,Dia_car,future,12.5,1.1,1,51,ripe_capsule,33,single,open,,,0,measured in field 1.2,1544,1,,
10_2,Michael,17.10.2019,S3,supplement,Dia_car,ambient,13,0.5,10,14,unripe,0,single,open,,,0,,2550,,,
10_2,Michael,17.10.2019,S3,supplement,Dia_car,ambient,7.5,0.7,7,0,unripe,0,single,unripe,,,0,dead,2544,,,
10_2,Michael,17.10.2019,S3,supplement,Dia_car,ambient,14,0.7,14,36,unripe,7,single,open,,,0,,2546,,,
10_2,Michael,17.10.2019,S3,supplement,Dia_car,ambient,14,0.8,15,34,unripe,14,single,open,,,0,,2545,,,
10_2,Michael,17.10.2019,S3,supplement,Dia_car,ambient,7.5,0.9,5,19,unripe,0,single,open,,,0,,2552,,,
10_2,Michael,17.10.2019,S3,supplement,Dia_car,ambient,8,0.9,4,27,unripe,10,single,open,,,0,,2553,,,
10_2,Michael,17.10.2019,S3,supplement,Dia_car,ambient,7.5,1,6,10,unripe,0,single,open,,,0,,2551,,,
10_2,Michael,17.10.2019,S3,supplement,Dia_car,ambient,13,,14,0,unripe,0,single,open,,,0,dead,2549,,,
10_2,Garp,19.09.2019,S3,supplement,Dia_car,ambient,11.5,,1,,,,,,,,1,Herbivory,4478,,,
10_2,Andreas,23.08.2019,S3,supplement,Dia_car,ambient,10,1.2,1,72,unripe,16,,open,,,0,alle offen 48 unripe smaller,,,,
10_2,Andreas,23.08.2019,S3,supplement,Dia_car,ambient,14,1.3,2,72,unripe,13,,open,,,0,49 unripe smaller,,,,
10_2,Andreas,23.08.2019,S3,supplement,Dia_car,ambient,12,1.3,4,72,unripe,10,,open,,,0,52 unripe smaller,,,,
10_2,Garp,23.08.2019,S3,supplement,Dia_car,ambient,12,1,6,91,ripe_capsule,13,single,open,,,0,,4290,,,
10_2,Garp,23.08.2019,S3,supplement,Dia_car,ambient,11,1.2,5,85,ripe_capsule,22,single,open,,,0,,4282,,,
10_2,Garp,23.08.2019,S3,supplement,Dia_car,ambient,6,1.1,2,,,,,,,,1,Herbivory,4288,,,
10_2,Christian,26.08.2019,S3,supplement,Dia_car,ambient,10,1,1,56,open,13,single,open,,,0,,762,,,
10_2,Christian,26.08.2019,S3,supplement,Dia_car,ambient,15,1.1,3,53,open,19,single,open,,,0,,764,,,
10_2,Christian,26.08.2019,S3,supplement,Dia_car,ambient,12,1.1,4,63,open,18,single,open,,,0,,765,,,
10_2,Christian,26.08.2019,S3,supplement,Dia_car,ambient,14,1.2,2,58,open,20,single,open,,,0,,763,,,
10_2,Garp,29.10.2019,S3,supplement,Dia_car,ambient,13,0.4,1,51,unripe,1,group,open,,,0,,3478,,,
10_2,Garp,29.10.2019,S3,supplement,Dia_car,ambient,13,0.4,E1_1,66,unripe,0,group,open,,,0,,3479,,,
10_2,Jared,29.10.2019,S3,supplement,Dia_car,ambient,8,1,2,25,ripe_capsule,18,single,open,,,0,,1671,,,
10_2,Martin,30.08.2019,S3,supplement,Dia_car,ambient,11,0.9,2,49,open,1,single,open,,,0,color,930,,,
10_2,Martin,30.08.2019,S3,supplement,Dia_car,ambient,14,1,7,36,open,11,single,open,,,0,colour,537,,,
10_2,Martin,30.08.2019,S3,supplement,Dia_car,ambient,14,1,1,17,open,4,single,open,,,0,,931,,,
10_2,Martin,30.08.2019,S3,supplement,Dia_car,ambient,13,1.1,6,49,open,12,single,open,,,0,colour,536,,,
10_2,Martin,30.08.2019,S3,supplement,Dia_car,ambient,14,1.2,5,43,open,17,single,open,,,0,color,927,,,
10_2,Martin,30.08.2019,S3,supplement,Dia_car,ambient,12.5,1.2,4,35,open,12,single,open,,,0,color,928,,,
10_2,Martin,30.08.2019,S3,supplement,Dia_car,ambient,9,,8?,36,open,17,single,open,,,0,"colour, broke before measuring",575,,,
5_5,Martin,29.08.2019,C2,control,Dia_car,ambient,16,1.3,23,58,ripe_capsule,33,single,open,,,0,,557,,,
5_5,Martin,29.08.2019,C2,control,Dia_car,ambient,16,1.4,22,59,ripe_capsule,14,single,open,,,0,,555,,,
7_2,Martin,13.09.2019,C2,control,Dia_car,future,12,1.3,2,59,ripe_capsule,46,single,open,,,0,same as capsule 1,218,,,
10_2,Martin,30.08.2019,S3,supplement,Dia_car,ambient,15,1.1,10,1,unripe,0,single,unripe,,,1,herbivory,577,,,
9_1,Christian,13.09.2019,C3,control,Dia_car,future,13,0.8,4,48,ripe_capsule,7,single,open,,,0,,851,,,
10_2,Garp,02.08.2019,S4,supplement,Dia_car,ambient,13,,1,23,unripe,6,single,open,,,0,,1234,,,
9_1,Christian,13.09.2019,C3,control,Dia_car,future,7,1.1,1,74,ripe_capsule,30,single,open,,,0,,848,,,
10_2,Garp,05.09.2019,S4,supplement,Dia_car,ambient,8.5,1.3,3,55,ripe_capsule,0,single,open,,,0,,3262,,,
10_2,Garp,05.09.2019,S4,supplement,Dia_car,ambient,13,1.4,1,63,ripe_capsule,28,single,open,,,0,,3260,,,
10_2,Garp,05.09.2019,S4,supplement,Dia_car,ambient,16,1.4,2,76,ripe_capsule,30,single,open,,,0,,3261,,,
10_2,Garp,07.11.2019,S4,supplement,Dia_car,ambient,5,0.4,2a,20,unripe,0,group,open,,,0,,4591,,,
10_2,Garp,07.11.2019,S4,supplement,Dia_car,ambient,12,0.7,1a,,unripe,,group,dry,,,0,,4589,,,
10_2,Garp,07.11.2019,S4,supplement,Dia_car,ambient,5,0.7,2c,89,unripe,0,group,open,,,0,,4593,,,
10_2,Garp,07.11.2019,S4,supplement,Dia_car,ambient,5,0.9,2,102,unripe,0,single,open,,,0,,4590,,,
10_2,Garp,07.11.2019,S4,supplement,Dia_car,ambient,5,0.9,2b,71,unripe,7,group,open,,,0,,4592,,,
10_2,Garp,07.11.2019,S4,supplement,Dia_car,ambient,12,1,1,88,unripe,0,group,closed,,,0,,4588,,,
10_2,Andreas,08.05.2019,S4,supplement,Dia_car,ambient,31.7,1.5,2,32,unripe,0,,open,,,0,S3 blueten messung falsch bei Sca und 13 und offen,,,,
10_2,Andreas,09.08.2019,S4,supplement,Dia_car,ambient,14.5,1.2,4,43,unripe,7,,open,,,0,trocken 29 unripe smaller,,,,
10_2,Andreas,09.08.2019,S4,supplement,Dia_car,ambient,14,1.4,3,42,unripe,14,,open,,,0,19 unripe smaller,,,,
10_2,Andreas,09.08.2019,S4,supplement,Dia_car,ambient,14,1.5,2,62,unripe,19,,open,,,0,32 unripe smaller,,,,
10_2,Andreas,09.08.2019,S4,supplement,Dia_car,ambient,14,1.6,1,62,unripe,30,,open,,,0,,,,,
7_2,Martin,13.09.2019,C2,control,Dia_car,future,12,1.3,3,69,ripe_capsule,55,single,open,,,0,,1548,1,,
4_4,Julia,17.10.2019,C2,control,Dia_car,future,11,0.5,2,75,ripe_capsule,0,group,ripe,,,0,,2776,,,
10_2,Julia,10.10.2019,S4,supplement,Dia_car,ambient,9.5,1.3,2,119,unripe,21,single,open,,,0,,2994,,,
10_2,Garp,13.09.2019,S4,supplement,Dia_car,ambient,7,1.1,1,,,,,,,,0,seeds dry,4199,,,
9_1,Christian,13.09.2019,C3,control,Dia_car,future,9,1.1,2,57,ripe_capsule,44,single,open,,,0,,849,,,
9_1,Christian,13.09.2019,C3,control,Dia_car,future,14,1.3,3,64,ripe_capsule,43,single,open,,,0,,850,,,
7_2,Martin,26.09.2019,C2,control,Dia_car,future,15,0.7,3,34,ripe_capsule,17,single,open,,,0,,530,,,
4_4,Julia,17.10.2019,C2,control,Dia_car,future,17,0.7,1,128,ripe_capsule,0,single,open,,,0,,2777,,,
4_4,Julia,22.08.2019,C2,control,Dia_car,future,16,1.2,3,63,ripe_capsule,39,single,open,,,0,,2216,,,
10_2,Martin,19.07.2019,S4,supplement,Dia_car,ambient,10,1.4,1,38,unripe,22,single,ripe_capsule,,,0,harvested to early,67,,,
10_2,Martin,21.07.2019,S4,supplement,Dia_car,ambient,10,0.5,3,50,open,0,single,dry/open,,,0,maybe Sca_och,70,,,
10_2,Martin,21.07.2019,S4,supplement,Dia_car,ambient,10,1,2,14,open,0,single,open,,,0,,73,,,
7_2,Martin,26.09.2019,C2,control,Dia_car,future,12,1,5,48,ripe_capsule,13,single,open,,,0,,532,,,
7_2,Martin,26.09.2019,C2,control,Dia_car,future,13.5,1.3,4,50,ripe_capsule,34,single,open,,,0,,531,,,
7_2,Martin,26.09.2019,C2,control,Dia_car,future,14.5,1.3,1,51,ripe_capsule,12,single,open,,,0,,2871,,,
9_1,Martin,13.09.2019,C2,control,Dia_car,future,7,1.1,9,76,ripe_capsule,25,single,open,,,0,,1554,1,,
9_1,Martin,13.09.2019,C2,control,Dia_car,future,7,1.1,11,44,ripe_capsule,18,single,open,,,0,,1783,,,
10_2,Garp,24.08.2019,S4,supplement,Dia_car,ambient,11,1.3,1,44,ripe_capsule,9,single,open,,,0,,4283,,,
10_2,Garp,30.08.2019,S4,supplement,Dia_car,ambient,13,0.5,3,68,ripe_capsule,0,single,open,,,0,,3091,,,
10_2,Garp,30.08.2019,S4,supplement,Dia_car,ambient,13,1.1,1,31,ripe_capsule,25,single,open,,,0,,3086,,,
10_2,Garp,30.08.2019,S4,supplement,Dia_car,ambient,13,1.1,2,43,ripe_capsule,21,single,open,,,0,,3087,,,
2_5,Lea,07.11.2019,C1,control,Dia_car,future,14,1.3,1,14,unripe,0,single,open,,,1,Herbivory,2376,,,
3_4,Andreas,09.08.2019,C2,control,Dia_car,ambient,18,1.5,5,60,ripe_capsule,21,,open,,,0,,,,,
2_5,Garp,09.08.2019,C1,control,Dia_car,future,15.5,1.1,1,53,ripe_capsule,26,single,open,,,0,,4583,,,
2_5,Tiffany,11.10.2019,C1,control,Dia_car,future,19,1.1,1,44,ripe_capsule,35,single,open,,,0,brown,2306,,,
2_5,Garp,12.08.2019,C1,control,Dia_car,future,13.5,1.2,1,78,ripe_capsule,46,single,open,,,0,,4582,,,
2_5,Johan,12.09.2019,C1,control,Dia_car,future,9,1.1,1,49,ripe_capsule,41,single,open,,,0,,1571,1,,
2_5,Johan,12.09.2019,C1,control,Dia_car,future,10.5,1.4,2,77,ripe_capsule,75,single,open,,,0,,1572,1,,
2_5,Johan,12.09.2019,C1,control,Dia_car,future,10.5,1.4,3,70,ripe_capsule,64,single,open,,,0,,1573,1,,
2_5,Garp,14.11.2019,C1,control,Dia_car,future,14,,1,,,,,,,,0,no seeds,4147,,,
2_5,Garp,18.09.2019,C1,control,Dia_car,future,14,,3,0,no_cap,0,single,no cap,,,0,,3381,,,
2_5,Garp,18.09.2019,C1,control,Dia_car,future,10,0.9,4,44,ripe_capsule,11,single,open,,,0,,3382,,,
2_5,Garp,18.09.2019,C1,control,Dia_car,future,14,1.1,2,56,ripe_capsule,34,single,open,,,0,,3380,,,
2_5,Garp,18.09.2019,C1,control,Dia_car,future,13,,1,58,ripe_capsule,2,single,open,,,0,,3379,,,
2_5,Julia,22.08.2019,C1,control,Dia_car,future,13,1.4,1,69,open,29,single,open,,,0,,2227,,,
5_5,Julia,20.08.2019,C2,control,Dia_car,ambient,24,1.3,3,77,ripe_capsule,10,single,open,,,0,,2203,,,
5_5,Julia,20.08.2019,C2,control,Dia_car,ambient,19.5,1.3,5,67,ripe_capsule,17,single,open,,,0,,2207,,,
7_2,Julia,24.08.2019,C2,control,Dia_car,future,14.5,0.8,2,67,ripe_capsule,11,single,open,,,0,,3016,,,
2_5,Julia,22.08.2019,C1,control,Dia_car,future,9.5,1.3,5,63,unripe,42,single,open,,,0,seeds still light brown,2231,,,
2_5,Garp,26.07.2019,C1,control,Dia_car,future,15,1.3,1,71,unripe,54,single,open,,,0,,3341,,,
9_1,Martin,13.09.2019,C2,control,Dia_car,future,7,1.2,8,33,ripe_capsule,13,single,open,,,0,,1547,1,,
2_5,Andreas,02.08.2019,C2,control,Dia_car,future,10.5,1,2,44,unripe,23,,open,,,0,,,,,
3_4,Andreas,09.08.2019,C2,control,Dia_car,ambient,11,1.7,8,40,ripe_capsule,14,,open,,,0,,,,,
5_5,Andreas,12.08.2019,C2,control,Dia_car,ambient,23,1.3,1,62,ripe_capsule,26,,open,,,0,,,,,
5_5,Andreas,23.08.2019,C2,control,Dia_car,ambient,23,1,7,42,ripe_capsule,1,,open,,,0,,,,,
2_5,Andreas,02.08.2019,C2,control,Dia_car,future,9,1,9,34,unripe,16,,open,,,0,,,,,
2_5,Andreas,02.08.2019,C2,control,Dia_car,future,10,1.2,1,58,unripe,34,,open,,,0,,,,,
2_5,Andreas,02.08.2019,C2,control,Dia_car,future,11.5,1.3,5,71,unripe,44,,open,,,0,,,,,
2_5,Andreas,02.08.2019,C2,control,Dia_car,future,13,1.4,4,35,unripe,17,,open,,,0,,,,,
2_5,Garp,02.09.2019,C2,control,Dia_car,future,25,1.2,2,60,ripe_capsule,23,single,open,,,0,,4271,,,
2_5,Garp,02.09.2019,C2,control,Dia_car,future,25,1.2,3,53,unripe,29,single,closed,,,0,was ripe before but closed,4270,,,
2_5,Garp,04.09.2019,C2,control,Dia_car,future,11.5,0.9,1,52,ripe_capsule,48,single,open,,,0,,4173,,,
2_5,Garp,05.08.2019,C2,control,Dia_car,future,12,0.9,1,66,ripe_capsule,12,single,open,,,0,,4330,,,
2_5,Garp,05.08.2019,C2,control,Dia_car,future,10.5,0.9,2,54,ripe_capsule,27,single,open,,,0,,4337,,,
2_5,Julia,07.10.2019,C2,control,Dia_car,future,13,1.2,1,65,unripe,21,single,open,,,0,,2809,,,
2_5,Julia,07.10.2019,C2,control,Dia_car,future,13,1.2,1,65,unripe,21,single,open,,,0,,2895,,,
2_5,Martin,07.11.2019,C2,control,Dia_car,future,11.5,1.1,2,0,,4,single,,,,1,Herbivory,2457,,,
2_5,Martin,07.11.2019,C2,control,Dia_car,future,11,,1,0,,2,single,empty,,,1,Herbivory,2459,,,
2_5,Garp,08.08.2019,C2,control,Dia_car,future,13,0.8,1,62,ripe_capsule,23,single,open,,,0,,4238,,,
2_5,Garp,09.08.2019,C2,control,Dia_car,future,10.5,0.9,3,59,ripe_capsule,27,single,open,,,0,,4383,,,
2_5,Garp,09.08.2019,C2,control,Dia_car,future,7,1,1,55,ripe_capsule,16,single,open,,,0,,4181,,,
2_5,Garp,09.08.2019,C2,control,Dia_car,future,10,1,2,59,ripe_capsule,33,single,open,,,0,,4182,,,
2_5,Garp,09.08.2019,C2,control,Dia_car,future,12,1.1,5,74,ripe_capsule,4,single,open,,,0,,4385,,,
2_5,Garp,09.08.2019,C2,control,Dia_car,future,11.5,,4,,,,,,,,0,lost capsule,4384,,,
2_5,Garp,10.09.2019,C2,control,Dia_car,future,11,0.9,3,76,ripe_capsule,10,single,open,,,0,,3246,,,
2_5,Garp,10.09.2019,C2,control,Dia_car,future,9,1,9,64,ripe_capsule,14,single,open,,,0,,3241,,,
2_5,Garp,10.09.2019,C2,control,Dia_car,future,12,1,7,61,ripe_capsule,40,single,open,,,0,,3243,,,
2_5,Garp,10.09.2019,C2,control,Dia_car,future,12,1,1,53,ripe_capsule,6,single,open,,,0,,3248,,,
2_5,Garp,10.09.2019,C2,control,Dia_car,future,9,1.1,8,74,ripe_capsule,66,single,open,,,0,,3242,,,
2_5,Garp,10.09.2019,C2,control,Dia_car,future,12,1.1,5,63,ripe_capsule,57,single,open,,,0,,3244,,,
2_5,Garp,10.09.2019,C2,control,Dia_car,future,9,1.1,2,68,ripe_capsule,59,single,open,,,0,,3247,,,
2_5,Garp,10.09.2019,C2,control,Dia_car,future,11,1.2,4,72,ripe_capsule,42,single,open,,,0,,3245,,,
2_5,Garp,10.09.2019,C2,control,Dia_car,future,12,,6,75,ripe_capsule,66,single,open,,,0,,3502,,,
2_5,Julia,11.10.2019,C2,control,Dia_car,future,10.5,1.2,1,61,unripe,40,single,open,,,0,,2797,,,
2_5,Garp,12.09.2019,C2,control,Dia_car,future,10,0.6,6,52,open,6,single,open,,,0,,3428,,,
2_5,Garp,12.09.2019,C2,control,Dia_car,future,8,0.9,5,56,open,0,single,open,,,0,,3424,,,
2_5,Garp,12.09.2019,C2,control,Dia_car,future,6,0.9,2,64,open,4,single,open,,,0,,3427,,,
2_5,Garp,12.09.2019,C2,control,Dia_car,future,8,1.1,4,37,open,0,single,open,,,0,,3425,,,
2_5,Garp,12.09.2019,C2,control,Dia_car,future,12,1.1,3,45,open,0,single,open,,,0,,3426,,,
2_5,Garp,12.09.2019,C2,control,Dia_car,future,6,1.2,1,72,ripe_capsule,46,single,open,,,0,,4184,,,
2_5,Garp,18.09.2019,C2,control,Dia_car,future,8.5,,7,0,no_cap,0,single,no cap,,,0,no seed cap,3212,,,
2_5,Garp,18.09.2019,C2,control,Dia_car,future,12,,2,0,no_cap,0,single,no cap,,,0,no seed cap,3213,,,
2_5,Garp,18.09.2019,C2,control,Dia_car,future,12,0.4,3,18,unripe,0,single,unripe,,,0,,3210,,,
2_5,Martin,18.09.2019,C2,control,Dia_car,future,12,,4,,empty,,single,empty,,,0,dry empty,2458,,,
2_5,Martin,18.09.2019,C2,control,Dia_car,future,11,0.4,1,54,unripe,0,single,open,,,0,dry,2864,,,
2_5,Sanne,18.09.2019,C2,control,Dia_car,future,8.5,0.9,5,0,unripe,0,single,unripe,,,0,looks unhealthy,1501,1,,
2_5,Sanne,18.09.2019,C2,control,Dia_car,future,8.5,1,6,0,unripe,1,single,unripe,,,0,,1502,1,,
7_2,Julia,24.08.2019,C2,control,Dia_car,future,15,1.3,5,75,ripe_capsule,51,single,open,,,0,,3014,,,
2_5,Julia,22.08.2019,C2,control,Dia_car,future,12,1.2,3,63,unripe,52,single,open,,,0,seeds still light brown,2214,,,
2_5,Martin,24.07.2019,C2,control,Dia_car,future,10,0.9,1,38,unsure viable seed,0,single,open,,,0,not sure about viable seeds,114,,,
2_5,Garp,24.09.2019,C2,control,Dia_car,future,12.5,0.7,1,60,ripe_capsule,8,single,open,,,0,,3363,,,
2_5,Garp,24.09.2019,C2,control,Dia_car,future,12.5,0.9,2,67,ripe_capsule,14,single,open,,,0,,3364,,,
2_5,Garp,24.09.2019,C2,control,Dia_car,future,11,0.4,3,28,unripe,0,single,dry,,,0,,3365,,,
2_5,Martin,27.08.2019,C2,control,Dia_car,future,9,1,1,56,unripe,24,single,open,,,0,"color, 8 yellow but bigger than other unviable",1133,,,
7_2,Julia,24.08.2019,C2,control,Dia_car,future,10,1.4,3,91,ripe_capsule,63,single,open,,,0,,3017,,,
2_5,Julia,29.10.2019,C2,control,Dia_car,future,12,1.1,1,91,unripe,42,single,open,,,0,,2773,,,
2_5,Michael,01.10.2019,C3,control,Dia_car,future,14,0.4,2,4,open,0,single,open,,,1,"Herbivory, jackpot",1536,1,,
2_5,Michael,01.10.2019,C3,control,Dia_car,future,6,0.7,1,46,ripe_capsule,42,single,open,,,0,,1537,1,,
2_5,Michael,01.10.2019,C3,control,Dia_car,future,11,1.3,3,47,ripe_capsule,23,single,open,,,0,,1535,1,,
2_5,Andreas,02.08.2019,C3,control,Dia_car,future,10,1,1,64,unripe,53,,open,,,0,"1,2 und 11 unripe smaller",,,,
2_5,Garp,02.09.2019,C3,control,Dia_car,future,17.5,1,1,,herbivory,,single,open,,,1,Herbivory,4125,,,
2_5,Garp,02.09.2019,C3,control,Dia_car,future,18,1.1,4,,herbivory,,single,open,,,1,Herbivory,4099,,,
2_5,Garp,02.09.2019,C3,control,Dia_car,future,17,1.2,17,30,herbivory,21,single,open,,,1,Herbivory,4130,,,
2_5,Garp,02.09.2019,C3,control,Dia_car,future,20.5,1.3,5,20,herbivory,0,single,open,,,1,Herbivory,4106,,,
2_5,Garp,02.09.2019,C3,control,Dia_car,future,13,0.8,15,49,ripe_capsule,6,single,open,,,0,,4266,,,
2_5,Garp,02.09.2019,C3,control,Dia_car,future,12,0.9,16,66,ripe_capsule,3,single,open,,,0,,4265,,,
2_5,Garp,02.09.2019,C3,control,Dia_car,future,21,1,12,92,ripe_capsule,12,single,open,,,0,,4269,,,
2_5,Garp,02.09.2019,C3,control,Dia_car,future,17.5,1.1,2,59,ripe_capsule,46,single,open,,,0,,4126,,,
2_5,Garp,02.09.2019,C3,control,Dia_car,future,19.5,1.1,6,54,ripe_capsule,38,single,open,,,0,,4127,,,
2_5,Garp,02.09.2019,C3,control,Dia_car,future,16,1.2,9,59,ripe_capsule,31,single,open,,,0,,4098,,,
2_5,Garp,02.09.2019,C3,control,Dia_car,future,18,1.3,7,77,ripe_capsule,33,single,open,,,0,,4097,,,
2_5,Garp,02.09.2019,C3,control,Dia_car,future,14.5,1.3,13,55,ripe_capsule,32,single,open,,,0,,4268,,,
2_5,Garp,02.09.2019,C3,control,Dia_car,future,19,,14,36,ripe_capsule,5,single,open,,,0,,4267,,,
2_5,Garp,02.09.2019,C3,control,Dia_car,future,22.5,0.8,8,58,unripe,0,single,open,,,0,,4096,,,
2_5,Garp,02.09.2019,C3,control,Dia_car,future,18,,3,,,,single,,,,0,no seeds,4107,,,
2_5,Garp,04.09.2019,C3,control,Dia_car,future,23,0.3,2,49,ripe_capsule,0,single,open,,,0,,4080,,,
2_5,Garp,04.09.2019,C3,control,Dia_car,future,12,0.9,4,50,ripe_capsule,1,single,open,,,0,,4078,,,
2_5,Garp,04.09.2019,C3,control,Dia_car,future,21,0.9,1,79,ripe_capsule,2,single,open,,,0,,4164,,,
2_5,Garp,04.09.2019,C3,control,Dia_car,future,22.5,1.1,3,61,ripe_capsule,10,single,open,,,0,,4079,,,
2_5,Garp,04.09.2019,C3,control,Dia_car,future,18.5,0.4,10,45,unripe,0,single,closed,,,0,,4089,,,
2_5,Garp,04.09.2019,C3,control,Dia_car,future,18.5,0.4,11,44,unripe,0,single,open,,,0,,4174,,,
2_5,Garp,04.09.2019,C3,control,Dia_car,future,15.5,0.5,8,69,unripe,0,single,open,,,0,,4074,,,
2_5,Garp,04.09.2019,C3,control,Dia_car,future,11.5,0.5,6,47,unripe,2,single,open,,,0,,4076,,,
2_5,Garp,04.09.2019,C3,control,Dia_car,future,10,0.7,7,56,unripe,1,single,open,,,0,,4075,,,
2_5,Garp,04.09.2019,C3,control,Dia_car,future,5,0.7,5,68,unripe,0,single,open,,,0,,4077,,,
2_5,Garp,04.09.2019,C3,control,Dia_car,future,13.5,,9,,,,,,,,0,no capsules,4165,,,
2_5,Lea,07.10.2019,C3,control,Dia_car,future,12,1.5,1,27,open,0,single,open,,,0,dry,2369,,,
2_5,Martin,07.11.2019,C3,control,Dia_car,future,18,1.2,2,69,unripe,17,single,open,,,0,,2861,,,
2_5,Andreas,08.08.2019,C3,control,Dia_car,future,8,1.3,1,32,open,20,,open,,,0,offen,,,,
2_5,Andreas,09.08.2019,C3,control,Dia_car,future,9,1.2,26,57,open,50,,open,,,0,open,,,,
2_5,Andreas,09.08.2019,C3,control,Dia_car,future,10,1.2,23,42,open,38,,open,,,0,open,,,,
2_5,Andreas,09.08.2019,C3,control,Dia_car,future,5,1.2,30,56,open,48,,open,,,0,open,,,,
2_5,Andreas,09.08.2019,C3,control,Dia_car,future,11,1.4,31,66,open,42,,open,,,0,open,,,,
5_5,Andreas,23.08.2019,C2,control,Dia_car,ambient,21,1.1,3,69,ripe_capsule,5,,open,,,0,,,,,
7_2,Andreas,09.08.2019,C2,control,Dia_car,future,14,1.2,14,57,ripe_capsule,32,,open,,,0,,,,,
7_2,Andreas,09.08.2019,C2,control,Dia_car,future,14,1.5,13,25,ripe_capsule,9,,open,,,0,,,,,
7_2,Andreas,09.08.2019,C2,control,Dia_car,future,14,1.5,12,48,ripe_capsule,29,,open,,,0,,,,,
8_3,Andreas,13.09.2019,C2,control,Dia_car,ambient,9,1.2,5,32,ripe_capsule,8,,open,,,0,,,,,
9_1,Andreas,23.08.2019,C2,control,Dia_car,future,4.5,1.1,3,77,ripe_capsule,21,,open,,,0,,,,,
1_1,Andreas,09.08.2019,C3,control,Dia_car,ambient,13,1.3,1,48,ripe_capsule,6,,open,,,0,,,,,
