plot,counter,date,individual,treatment,species,climate,height,capsule height,diameter,seedcapsule,seed_count,viable,organzabag_size,first seedcap,comment,entered,Labmeeting
7_2,Christian,13.09.2019,C2,control,Sca_och,future,31,1,,5,50,47,,,,187,
7_2,Christian,13.09.2019,C2,control,Sca_och,future,23,0.9,,1,37,9,,,,183,
7_2,Julia,16.08.2019,C2,control,Sca_och,future,18,0.6,0.6,1,36,19,,,,888,
7_2,Julia,17.10.2019,C2,control,Sca_och,future,21,1.2,1.2,2,52,49,,,,1289,
7_2,Julia,17.10.2019,C2,control,Sca_och,future,36,1,0.9,1,57,48,,,,1275,
7_2,Julia,17.10.2019,C2,control,Sca_och,future,30,0.9,0.7,3,55,19,,,,1276,
7_2,Julia,17.10.2019,C2,control,Sca_och,future,25,0.7,0.7,4,36,18,,,,1280,
7_2,Garp,19.09.2019,C2,control,Sca_och,future,32,0.8,0.8,5,44,40,,,,2207,
7_2,Garp,19.09.2019,C2,control,Sca_och,future,30,0.8,0.8,1,52,49,,,,2208,
7_2,Garp,19.09.2019,C2,control,Sca_och,future,28,0.8,0.8,2,46,41,,,,2209,
7_2,Garp,19.09.2019,C2,control,Sca_och,future,32,0.8,0.7,3,54,50,,,,2206,
7_2,Garp,19.09.2019,C2,control,Sca_och,future,26.5,0.7,0.6,4,53,47,,,,2210,
7_2,Martin,23.10.2019,C2,control,Sca_och,future,29,0.8,0.8,1,58,24,,,,418,
7_2,Martin,23.10.2019,C2,control,Sca_och,future,37,0.8,0.7,2,48,21,,,,1009,
7_2,Martin,29.08.2019,C2,control,Sca_och,future,30,0.9,0.9,4,45,41,,,lost 1 viable seed,116,
7_2,Martin,29.08.2019,C2,control,Sca_och,future,29,0.9,0.7,3,45,42,,,,115,
7_2,Lea,29.08.2019,C2,control,Sca_och,future,30,0.3,0.7,5,53,46,,,cap flat,592,1
7_2,Martin,29.08.2019,C2,control,Sca_och,future,30,,0.6,1,44,35,,,,113,
7_2,Martin,29.08.2019,C2,control,Sca_och,future,28,,,2,40,30,,,could't measure,114,
7_2,Garp,05.09.2019,C3,control,Sca_och,future,20,1.1,0.9,1,63,59,,,,2138,
7_2,Julia,10.10.2019,C3,control,Sca_och,future,16.5,0.8,0.7,1,62,49,,,,1523,
7_2,Julia,10.10.2019,C3,control,Sca_och,future,20,0.7,0.7,2,47,42,,,,1561,
7_2,Julia,10.10.2019,C3,control,Sca_och,future,17,0.7,0.6,4,53,24,,,,1522,
7_2,Julia,17.10.2019,C3,control,Sca_och,future,27.5,0.8,0.8,2,56,31,,,,1279,
7_2,Julia,17.10.2019,C3,control,Sca_och,future,18.5,0.7,0.7,1,50,16,,,,1560,
7_2,Julia,17.10.2019,C3,control,Sca_och,future,21.5,0.6,0.7,3,48,15,,,,1278,
7_2,Julia,17.10.2020,C3,control,Sca_och,future,21,0.6,0.6,3,44,0,,,,1562,
7_2,Garp,19.09.2019,C3,control,Sca_och,future,19.5,1,0.8,2,62,53,,,,2204,
7_2,Garp,19.09.2019,C3,control,Sca_och,future,21.5,1,0.8,3,67,51,,,,2205,
7_2,Garp,19.09.2019,C3,control,Sca_och,future,20,0.8,0.7,1,53,43,,,,2203,
7_2,Martin,29.08.2019,C3,control,Sca_och,future,16,1,0.8,1,45,38,,,,111,
7_2,Garp,05.09.2019,S1,supplement,Sca_och,future,23,1.1,0.9,2,38,36,,,,1909,
7_2,Garp,05.09.2019,S1,supplement,Sca_och,future,30,1,0.9,3,37,21,,,,1910,
7_2,Garp,05.09.2019,S1,supplement,Sca_och,future,19,0.9,0.8,1,35,30,,,,1908,
7_2,Garp,05.09.2019,S1,supplement,Sca_och,future,21,0.8,0.8,6,36,20,,,,1913,
7_2,Garp,05.09.2019,S1,supplement,Sca_och,future,22,0.8,0.7,4,41,38,,,,1911,
7_2,Garp,05.09.2019,S1,supplement,Sca_och,future,20,0.8,0.7,5,44,40,,,,1912,
7_2,Lea,07.10.2019,S1,supplement,Sca_och,future,19,0.8,0.8,2,30,28,,,,1222,
7_2,Lea,07.10.2019,S1,supplement,Sca_och,future,17,0.6,0.8,3,26,12,,,,1226,
7_2,Lea,07.10.2019,S1,supplement,Sca_och,future,17,0.7,0.6,1,13,6,,,,1221,
7_2,Julia,10.10.2019,S1,supplement,Sca_och,future,29,0.7,0.7,1,44,33,,,,1261,
7_2,Andreas,13.09.2019,S1,supplement,Sca_och,future,13,0.9,0.8,1,23,23,,,,2063,
7_2,Martin,13.09.2019,S1,supplement,Sca_och,future,18,0.7,0.7,3,33,17,,,,785,
7_2,Martin,13.09.2019,S1,supplement,Sca_och,future,23,0.9,0.6,2,41,37,,,,786,
7_2,Julia,16.08.2019,S1,supplement,Sca_och,future,15.5,0.8,0.8,3,39,32,,,flat cap,882,
7_2,Julia,16.08.2019,S1,supplement,Sca_och,future,24,0.8,0.8,2,46,36,,,flat cap,883,
7_2,Julia,16.08.2019,S1,supplement,Sca_och,future,15.5,0.7,0.7,4,40,21,,,flat,880,
7_2,Julia,16.08.2019,S1,supplement,Sca_och,future,20,0.7,0.7,1,46,36,,,,884,
7_2,Garp,19.09.2019,S1,supplement,Sca_och,future,27,0.8,0.8,8,34,17,,,,2194,
7_2,Martin,19.09.2019,S1,supplement,Sca_och,future,5.5,0.7,0.8,12,35,21,,,,1360,
7_2,Garp,19.09.2019,S1,supplement,Sca_och,future,6,0.8,0.7,2,41,38,,,,2193,
7_2,Garp,19.09.2019,S1,supplement,Sca_och,future,17,0.8,0.7,1,38,32,,,,2198,
7_2,Garp,19.09.2019,S1,supplement,Sca_och,future,21,0.7,0.7,3,32,28,,,,2192,
7_2,Garp,19.09.2019,S1,supplement,Sca_och,future,18.5,0.7,0.7,6,32,27,,,,2196,
7_2,Garp,19.09.2019,S1,supplement,Sca_och,future,19,0.7,0.7,13,25,14,,,,2199,
7_2,Garp,19.09.2019,S1,supplement,Sca_och,future,21,0.7,0.7,5,28,23,,,,2202,
7_2,Martin,19.09.2019,S1,supplement,Sca_och,future,15,0.6,0.6,7,33,31,,,,1361,
7_2,Garp,19.09.2019,S1,supplement,Sca_och,future,33,0.6,0.6,9,57,37,,,,2195,
7_2,Garp,19.09.2019,S1,supplement,Sca_och,future,2.5,0.6,0.6,10,32,27,,,,2200,
7_2,Garp,19.09.2019,S1,supplement,Sca_och,future,2.5,0.6,0.6,11,34,33,,,,2201,
7_2,Garp,19.09.2019,S1,supplement,Sca_och,future,20,0.5,0.5,4,28,26,,,,2197,
7_2,Julia,20.08.2019,S1,supplement,Sca_och,future,20.5,1,0.8,1,39,39,,,cap flat,947,
7_2,Julia,24.08.2019,S1,supplement,Sca_och,future,18,0.9,0.8,3,35,28,,,,1502,
7_2,Julia,24.08.2019,S1,supplement,Sca_och,future,25,0.9,0.8,1,43,40,,,,1504,
7_2,Julia,24.08.2019,S1,supplement,Sca_och,future,18,0.7,0.8,6,30,12,,,,1498,
7_2,Julia,24.08.2019,S1,supplement,Sca_och,future,16,0.8,0.7,2,37,32,,,,1503,
7_2,Julia,24.08.2019,S1,supplement,Sca_och,future,22,0.7,0.7,7,35,0,,,,1499,
7_2,Julia,24.08.2019,S1,supplement,Sca_och,future,18,0.7,0.7,5,30,13,,,,1500,
7_2,Julia,24.08.2019,S1,supplement,Sca_och,future,23,0.7,0.7,4,34,30,,,,1501,
7_2,Martin,29.08.2019,S1,supplement,Sca_och,future,21,1.1,0.9,1,56,54,,,,78,
7_2,Martin,29.08.2019,S1,supplement,Sca_och,future,18,0.9,0.7,2,45,44,,,,79,
7_2,Martin,29.08.2019,S1,supplement,Sca_och,future,22,0.7,0.7,4,33,29,,,,123,
7_2,Martin,29.08.2019,S1,supplement,Sca_och,future,26,0.9,0.6,3,44,40,,,,80,
7_2,Garp,05.09.2019,S2,supplement,Sca_och,future,23,1,1,1,37,34,,,,1934,
7_2,Garp,05.09.2019,S2,supplement,Sca_och,future,23,1,1,1,37,34,,,,2256,
7_2,Garp,05.09.2019,S2,supplement,Sca_och,future,18,0.8,0.8,5,34,32,,,,1914,
7_2,Lotte,07.10.2019,S2,supplement,Sca_och,future,22,1.1,0.6,1,34,29,,,,1190,
7_2,Martin,07.11.2019,S2,supplement,Sca_och,future,35,0.8,1,1,44,42,,,,1107,
7_2,Martin,07.11.2019,S2,supplement,Sca_och,future,31,0.6,0.8,2,44,28,,,,1424,
7_2,Julia,10.10.2019,S2,supplement,Sca_och,future,21,0.9,1,1,36,33,,,,1457,
7_2,Christian,12.09.2019,S2,supplement,Sca_och,future,29,1,,3,39,16,,,,190,
7_2,Christian,12.09.2019,S2,supplement,Sca_och,future,33,1,,4,38,0,,,,191,
7_2,Christian,12.09.2019,S2,supplement,Sca_och,future,20,0.8,,1,53,0,,,,188,
7_2,Christian,12.09.2019,S2,supplement,Sca_och,future,25.5,0.7,,2,13,6,,,,189,
7_2,Julia,17.10.2019,S2,supplement,Sca_och,future,23,1.4,1.4,3,39,0,,,,1277,
7_2,Jared,17.10.2019,S2,supplement,Sca_och,future,15,1,1.2,1,40,39,,,,731,1
7_2,Julia,17.10.2019,S2,supplement,Sca_och,future,20.5,0.6,0.7,2,38,4,,,,1288,
7_2,Martin,19.09.2019,S2,supplement,Sca_och,future,22,0.8,0.8,4,39,34,,,,1352,
7_2,Martin,19.09.2019,S2,supplement,Sca_och,future,29,0.8,0.8,2,42,36,,,,1357,
7_2,Martin,19.09.2019,S2,supplement,Sca_och,future,25,0.4,0.4,1,37,0,,,,1356,
7_2,Garp,26.09.2019,S2,supplement,Sca_och,future,23,0.7,0.7,4,37,36,,,,1829,
7_2,Garp,26.09.2019,S2,supplement,Sca_och,future,14.5,0.7,0.7,1,28,17,,,,1830,
7_2,Martin,26.09.2019,S2,supplement,Sca_och,future,25.5,0.6,0.6,2,43,33,,,,58,
7_2,Martin,26.09.2019,S2,supplement,Sca_och,future,19.5,,,1,46,43,,,,66,
7_2,Garp,05.09.2019,S3,supplement,Sca_och,future,30,0.9,0.8,5,34,29,,,,2127,
7_2,Garp,05.09.2019,S3,supplement,Sca_och,future,19,0.9,0.7,1,48,47,,,,2131,
7_2,Garp,05.09.2019,S3,supplement,Sca_och,future,18,0.8,0.7,6,39,37,,,,2126,
7_2,Garp,05.09.2019,S3,supplement,Sca_och,future,30,0.8,0.7,4,30,20,,,,2128,
7_2,Garp,05.09.2019,S3,supplement,Sca_och,future,35,0.8,0.7,2,46,46,,,,2130,
7_2,Garp,05.09.2019,S3,supplement,Sca_och,future,30,0.7,0.7,3,38,36,,,,2129,
7_2,Lea,07.10.2019,S3,supplement,Sca_och,future,35,0.9,0.8,1,42,27,,,,1223,
7_2,Julia,07.10.2019,S3,supplement,Sca_och,future,39,0.9,0.8,2,58,45,,,,1606,
7_2,Julia,07.10.2019,S3,supplement,Sca_och,future,18,0.8,0.7,3,47,36,,,,1605,
7_2,Garp,13.09.2019,S3,supplement,Sca_och,future,45,1.2,0.9,3,50,44,,,,2293,
7_2,Martin,13.09.2019,S3,supplement,Sca_och,future,35,1,0.9,4,49,16,,,,791,
7_2,Garp,13.09.2019,S3,supplement,Sca_och,future,24,0.9,0.8,1,39,32,,,,2291,
7_2,Garp,13.09.2019,S3,supplement,Sca_och,future,36,0.9,0.8,2,51,49,,,,2292,
7_2,Andreas,13.09.2019,S3,supplement,Sca_och,future,30,0.8,0.8,5,11,11,,,,2064,
7_2,Martin,17.10.2019,S3,supplement,Sca_och,future,26.5,1.2,0.8,4,49,40,,,,798,
7_2,Martin,17.10.2019,S3,supplement,Sca_och,future,32.5,0.7,0.7,3,54,0,,,,525,
7_2,Martin,17.10.2019,S3,supplement,Sca_och,future,29.5,0.7,0.7,5,50,49,,,,799,
7_2,Martin,19.09.2019,S3,supplement,Sca_och,future,35,0.9,0.7,2,46,36,,,,1364,
7_2,Martin,19.09.2019,S3,supplement,Sca_och,future,26.5,0.8,0.7,1,47,29,,,,1363,
7_2,Garp,19.09.2019,S3,supplement,Sca_och,future,26.5,0.7,0.7,3,47,42,,,,2212,
7_2,Garp,19.09.2019,S3,supplement,Sca_och,future,26.5,0.5,0.5,5,43,41,,,,2213,
7_2,Martin,26.09.2019,S3,supplement,Sca_och,future,12.5,1.1,0.8,1,47,42,,,,803,
7_2,Sarah,26.09.2019,S3,supplement,Sca_och,future,21,1,0.8,5,45,50,,,,623,1
7_2,Martin,26.09.2019,S3,supplement,Sca_och,future,27,0.8,0.8,4,39,35,,,,1428,
7_2,Sanne,26.09.2019,S3,supplement,Sca_och,future,10,0.7,0.8,6,37,16,,,,584,1
7_2,Martin,26.09.2019,S3,supplement,Sca_och,future,18,0.9,0.7,2,42,41,,,,63,
7_2,Sanne,26.09.2019,S3,supplement,Sca_och,future,8,0.9,0.7,3,43,0,,,,587,1
7_2,Martin,29.08.2019,S3,supplement,Sca_och,future,38,0.9,0.8,2,45,26,,,,117,
7_2,Martin,29.08.2019,S3,supplement,Sca_och,future,45,0.9,0.8,4,46,38,,,,120,
7_2,Martin,29.08.2019,S3,supplement,Sca_och,future,22,0.9,0.7,1,39,35,,,,118,
7_2,Martin,29.08.2019,S3,supplement,Sca_och,future,42,0.8,0.6,3,48,43,,,,119,
8_3,Julia,16.08.2019,C1,control,Sca_och,ambient,20,0.7,0.7,1,63,27,,,,830,
8_3,Julia,16.08.2019,C1,control,Sca_och,ambient,20,0.6,0.6,7,61,14,,,,831,
8_3,Julia,16.08.2019,C1,control,Sca_och,ambient,23,0.5,0.5,3,63,20,,,,832,
8_3,Andreas,07.10.2019,C3,control,Sca_och,ambient,15,0.9,0.8,1,38,38,,,,2074,
8_3,Julia,10.10.2019,C3,control,Sca_och,ambient,14,0.8,0.7,1,46,31,,,,1530,
8_3,Julia,10.10.2019,C3,control,Sca_och,ambient,20,0.5,0.6,2,35,9,,,,1167,
8_3,Andreas,13.09.2019,C3,control,Sca_och,ambient,13,0.9,0.8,1,26,26,,,,2065,
8_3,Andreas,13.09.2019,C3,control,Sca_och,ambient,13.5,0.8,0.6,2,0,0,,,,2066,
8_3,Andreas,13.09.2019,C3,control,Sca_och,ambient,14,0.8,0.6,3,0,0,,,,2067,
8_3,Christian,13.09.2019,C3,control,Sca_och,ambient,17,0.9,,4,44,24,,,,262,
8_3,Julia,16.08.2019,C3,control,Sca_och,ambient,15.5,0.8,0.7,1,44,30,,,,894,
8_3,Andreas,19.09.2019,C3,control,Sca_och,ambient,15,0.7,0.6,1,0,0,,,,2072,
8_3,Martin,23.10.2019,C3,control,Sca_och,ambient,18,0.6,0.6,1,43,33,,,,995,
8_3,Martin,23.10.2019,C3,control,Sca_och,ambient,16.5,,,2,36,3,,,,996,
8_3,Julia,24.08.2019,C3,control,Sca_och,ambient,17,0.9,0.8,1,55,45,,,,1176,
8_3,Julia,24.08.2019,C3,control,Sca_och,ambient,20,0.8,0.8,2,55,44,,,,1175,
8_3,Martin,26.09.2019,C3,control,Sca_och,ambient,9,0.5,0.6,2,35,19,,,,59,
8_3,Martin,26.09.2019,C3,control,Sca_och,ambient,14,0.5,0.5,1,31,25,,,,60,
8_3,Andreas,19.09.2019,C4,control,Sca_och,ambient,28.5,0.8,0.7,1,5,5,,,,2073,
8_3,Julia,07.10.2019,S2,supplement,Sca_och,ambient,10,0.4,0.4,1,38,2,,,,1267,
8_3,Julia,07.10.2019,S2,supplement,Sca_och,ambient,13,0.4,0.4,2,37,0,,,,1269,
8_3,Julia,24.08.2019,S2,supplement,Sca_och,ambient,17,0.5,0.6,1,41,0,,,,1513,
8_3,Sanne,26.09.2019,S2,supplement,Sca_och,ambient,10,0.5,0.4,1,34,0,,,,582,1
8_3,Garp,05.09.2019,S3,supplement,Sca_och,ambient,24,0.9,0.9,2,42,26,,,,1812,
8_3,Garp,05.09.2019,S3,supplement,Sca_och,ambient,24,1,0.8,7,46,36,,,,1806,
8_3,Garp,05.09.2019,S3,supplement,Sca_och,ambient,26,0.9,0.8,6,42,31,,,,1805,
8_3,Garp,05.09.2019,S3,supplement,Sca_och,ambient,24,0.8,0.8,3,43,29,,,,1811,
8_3,Garp,05.09.2019,S3,supplement,Sca_och,ambient,23,0.8,0.8,9,45,28,,,,1813,
8_3,Garp,05.09.2019,S3,supplement,Sca_och,ambient,20,0.8,0.7,3,41,22,,,,1807,
8_3,Garp,05.09.2019,S3,supplement,Sca_och,ambient,19,0.7,0.7,4,41,22,,,,1808,
8_3,Garp,05.09.2019,S3,supplement,Sca_och,ambient,31,0.7,0.7,1,45,33,,,,1809,
8_3,Garp,05.09.2019,S3,supplement,Sca_och,ambient,24,0.6,0.6,10,38,29,,,,1783,
8_3,Garp,05.09.2019,S3,supplement,Sca_och,ambient,30,0.6,0.6,8,40,22,,,,1810,
8_3,Sam,07.10.2019,S3,supplement,Sca_och,ambient,24,0.7,0.8,4,38,7,,,,1252,
8_3,Martin,07.10.2019,S3,supplement,Sca_och,ambient,15,0.7,0.8,6,36,19,,,,1410,
8_3,Lea,07.10.2019,S3,supplement,Sca_och,ambient,22,0.6,0.8,3,37,22,,,,1218,
8_3,Sam,07.10.2019,S3,supplement,Sca_och,ambient,19,0.7,0.7,5,46,19,,,,1251,
8_3,Martin,07.10.2019,S3,supplement,Sca_och,ambient,12,0.6,0.5,2,33,7,,,,1411,
8_3,Lotte,07.10.2019,S3,supplement,Sca_och,ambient,19,0.4,0.5,1,28,20,,,,1189,
8_3,Martin,07.11.2019,S3,supplement,Sca_och,ambient,26,0.8,0.7,1,41,35,,,,759,
8_3,Valentin,07.11.2019,S3,supplement,Sca_och,ambient,23,0.7,0.6,2,33,26,,,,1080,
8_3,Julia,10.10.2019,S3,supplement,Sca_och,ambient,6,0.4,0.9,1,43,25,,,,1339,
8_3,Julia,10.10.2019,S3,supplement,Sca_och,ambient,21,0.6,0.7,3,35,14,,,,1439,
8_3,Julia,10.10.2019,S3,supplement,Sca_och,ambient,21,0.7,0.6,3,35,14,,,,1340,
8_3,Julia,10.10.2019,S3,supplement,Sca_och,ambient,27,0.5,0.6,2,37,22,,,,1341,
8_3,Julia,10.10.2019,S3,supplement,Sca_och,ambient,27,0.6,0.5,2,37,22,,,,1440,
8_3,Julia,10.10.2019,S3,supplement,Sca_och,ambient,6,0.9,0.4,1,43,25,,,,1438,
8_3,Christian,13.09.2019,S3,supplement,Sca_och,ambient,27,1,,1,39,28,,,,282,
8_3,Christian,13.09.2019,S3,supplement,Sca_och,ambient,21.5,1,,3,42,30,,,,284,
8_3,Christian,13.09.2019,S3,supplement,Sca_och,ambient,25,1,,4,43,32,,,,285,
8_3,Christian,13.09.2019,S3,supplement,Sca_och,ambient,22,0.8,,2,43,28,,,,283,
8_3,Christian,13.09.2019,S3,supplement,Sca_och,ambient,22,0.7,,5,34,28,,,,286,
8_3,Julia,17.10.2019,S3,supplement,Sca_och,ambient,17,0.7,0.7,3,44,15,,,,1300,
8_3,Julia,17.10.2019,S3,supplement,Sca_och,ambient,22,0.7,0.7,4,38,21,,,,1301,
8_3,Martin,17.10.2019,S3,supplement,Sca_och,ambient,26,0.6,0.6,1,42,30,,,,1135,
8_3,Julia,17.10.2019,S3,supplement,Sca_och,ambient,23,0.6,0.6,2,43,7,,,capflat,1299,
8_3,Martin,17.10.2019,S3,supplement,Sca_och,ambient,18,0.7,0.5,5,38,3,,,,1114,
8_3,Garp,19.09.2019,S3,supplement,Sca_och,ambient,18,0.8,0.8,3,44,30,,,,2249,
8_3,Garp,19.09.2019,S3,supplement,Sca_och,ambient,18.5,0.8,0.8,6,41,30,,,,2252,
8_3,Garp,19.09.2019,S3,supplement,Sca_och,ambient,27,0.8,0.7,1,44,33,,,,2247,
8_3,Garp,19.09.2019,S3,supplement,Sca_och,ambient,20.5,0.7,0.6,2,45,28,,,,2248,
8_3,Garp,19.09.2019,S3,supplement,Sca_och,ambient,23.5,0.6,0.6,4,41,18,,,,2250,
8_3,Garp,19.09.2019,S3,supplement,Sca_och,ambient,18.5,0.6,0.6,5,38,26,,,,2251,
8_3,Martin,23.10.2019,S3,supplement,Sca_och,ambient,30,0.9,0.9,2,42,42,,,,978,
8_3,Martin,23.10.2019,S3,supplement,Sca_och,ambient,21.5,0.9,0.8,1,43,32,,,,991,
8_3,Martin,23.10.2019,S3,supplement,Sca_och,ambient,26,0.8,0.8,3,42,27,,,,1003,
8_3,Martin,23.10.2019,S3,supplement,Sca_och,ambient,13,0.5,0.7,4,31,30,,,,992,
8_3,Garp,26.09.2019,S3,supplement,Sca_och,ambient,17,0.6,0.8,1,34,22,,,,1929,
8_3,Johan,26.09.2019,S3,supplement,Sca_och,ambient,18,0.7,0.6,2,37,21,,,,668,1
8_3,Johan,26.09.2019,S3,supplement,Sca_och,ambient,27,0.5,0.6,3,39,1,,,,666,1
8_3,Ami,29.10.2019,S3,supplement,Sca_och,ambient,21,0.7,0.9,1,37,25,,,,1348,
8_3,Garp,30.08.2019,S3,supplement,Sca_och,ambient,29,1,1,4,40,29,,,,2095,
8_3,Garp,30.08.2019,S3,supplement,Sca_och,ambient,26,1,1,3,36,30,,,,2096,
8_3,Garp,30.08.2019,S3,supplement,Sca_och,ambient,23,0.9,0.8,2,45,32,,,,2093,
8_3,Garp,30.08.2019,S3,supplement,Sca_och,ambient,20,0.8,0.8,5,47,35,,,,2085,
8_3,Garp,30.08.2019,S3,supplement,Sca_och,ambient,20,0.7,0.6,1,33,18,,,,2094,
8_3,Lea,07.10.2019,S4,supplement,Sca_och,ambient,12,0.4,0.6,1,41,6,,,,1220,
8_3,Martin,17.10.2019,S4,supplement,Sca_och,ambient,11.5,,,2,34,3,,,flat,821,
8_3,Martin,23.10.2019,S4,supplement,Sca_och,ambient,16,0.5,0.6,1,42,34,,,,994,
9_1,Michael,07.10.2019,C2,control,Sca_och,future,16,,,1,37,32,,,,1217,
9_1,Julia,10.10.2019,C2,control,Sca_och,future,9,0.9,0.8,1,37,32,,,,1260,
9_1,Andreas,13.09.2019,C2,control,Sca_och,future,15,0.8,0.6,1,9,9,,,,2068,
9_1,Martin,17.10.2019,C2,control,Sca_och,future,17,1,0.9,3,40,35,,,,619,1
9_1,Sam,17.10.2019,C2,control,Sca_och,future,27,0.7,0.7,2,47,40,,,,644,1
9_1,Martin,17.10.2019,C2,control,Sca_och,future,31,,,1,3,0,,,,1131,
9_1,Garp,19.09.2019,C2,control,Sca_och,future,18,0.9,0.8,1,38,37,,,,2222,
9_1,Garp,19.09.2019,C2,control,Sca_och,future,11,0.7,0.7,2,39,35,,,,2223,
9_1,Garp,26.09.2019,C2,control,Sca_och,future,19,1,0.7,1,50,46,,,,1824,
9_1,Garp,26.09.2019,C2,control,Sca_och,future,13.5,0.7,0.7,2,33,29,,,,1930,
9_1,Martin,07.10.2019,S2,supplement,Sca_och,future,17.5,0.7,0.7,1,33,24,,,,1409,
9_1,Garp,09.08.2019,S2,supplement,Sca_och,future,20,0.8,0.8,1,50,29,,,,2185,
9_1,Andreas,09.08.2019,S2,supplement,Sca_och,future,16,0.8,0.7,4,26,26,,,,1987,
9_1,Martin,17.10.2019,S2,supplement,Sca_och,future,20,0.7,0.7,1,37,21,,,,1132,
9_1,Garp,19.09.2019,S2,supplement,Sca_och,future,14,0.8,0.8,1,27,23,,,,2221,
9_1,Sam,23.10.2019,S2,supplement,Sca_och,future,12,0.4,0.5,12,31,0,,,,636,1
9_1,Garp,24.08.2019,S2,supplement,Sca_och,future,17,0.7,0.7,3,36,20,,,,2181,
9_1,Garp,24.08.2019,S2,supplement,Sca_och,future,19,0.7,0.6,2,48,16,,,,2169,
9_1,Julia,24.08.2019,S2,supplement,Sca_och,future,19,0.6,0.6,1,54,20,,,,1258,
9_1,Martin,26.09.2019,S2,supplement,Sca_och,future,15,0.6,0.6,1,29,20,,,,1431,
9_1,Garp,19.09.2019,S3,supplement,Sca_och,future,15.5,0.7,0.7,2,32,26,,,,2220,
9_1,Andreas,02.08.2019,S4,supplement,Sca_och,future,17,0.9,0.8,1,20,20,,,,1957,
9_1,Andreas,12.08.2019,S4,supplement,Sca_och,future,17,0.7,0.6,2,5,5,,,,2010,
9_1,Andreas,12.08.2019,S4,supplement,Sca_och,future,21,0.5,0.6,3,8,8,,,,2011,
9_1,Andreas,12.08.2019,S4,supplement,Sca_och,future,17,0.8,0.5,1,0,0,,,,2009,
9_1,Andreas,13.09.2019,S4,supplement,Sca_och,future,13,0.7,0.6,2,0,0,,,,2069,
9_1,Julia,16.08.2019,S4,supplement,Sca_och,future,19,0.7,0.7,1,38,31,,,,891,
9_1,Julia,16.08.2019,S4,supplement,Sca_och,future,16.5,0.5,0.5,2,33,24,,,,890,
9_1,Garp,19.09.2019,S4,supplement,Sca_och,future,14.5,0.8,0.7,3,29,25,,,,2219,
9_1,Andreas,19.09.2019,S4,supplement,Sca_och,future,15,0.7,0.7,1,0,0,,,,2071,
9_1,Julia,24.08.2019,S4,supplement,Sca_och,future,15,0.6,0.7,1,42,18,,,,1586,
9_1,Garp,29.10.2019,S4,supplement,Sca_och,future,10,0.6,0.5,1,21,16,,,,1941,
9_1,Garp,30.08.2019,S4,supplement,Sca_och,future,17,0.7,0.8,2,34,20,,,,1649,
9_1,Garp,30.08.2019,S4,supplement,Sca_och,future,17,0.9,0.7,4,36,24,,,,1651,
9_1,Garp,30.08.2019,S4,supplement,Sca_och,future,18,0.4,0.6,1,24,6,,,,1648,
