plot,counter,date,individual,treatment,species,climate,height,capsule height,diameter,seedcapsule,seed_count,viable,organzabag_size,first seedcap,comment,entered,Labmeeting
5_5,Martin,29.10.2019,C1,control,Sca_och,ambient,29,0.5,0.5,1,54,0,,,,50,
5_5,Martin,29.10.2019,C1,control,Sca_och,ambient,37.5,,,5,41,0,,,,48,
5_5,Michael,01.10.2019,C2,control,Sca_och,ambient,11,1,0.7,1,56,56,,,flat,608,1
5_5,Michael,01.10.2019,C2,control,Sca_och,ambient,28,0.9,0.7,2,59,59,,,flat,607,1
5_5,Julia,07.10.2019,C2,control,Sca_och,ambient,16,0.8,0.7,1,51,51,,,,1603,
5_5,Julia,07.10.2019,C2,control,Sca_och,ambient,16.5,0.4,0.5,2,38,3,,,,1617,
5_5,Martin,26.09.2019,C2,control,Sca_och,ambient,21,0.8,0.5,1,44,40,,,,73,
5_5,Tiffany,01.10.2019,C3,control,Sca_och,ambient,26,0.8,0.8,3,38,21,,,,712,1
5_5,Tiffany,01.10.2019,C3,control,Sca_och,ambient,17,0.7,0.8,1,32,20,,,,710,1
5_5,Lara,01.10.2019,C3,control,Sca_och,ambient,22,0.6,0.6,4,40,40,,,,691,1
5_5,Tiffany,01.10.2019,C3,control,Sca_och,ambient,16,0.5,0.4,2,10,5,,,,711,1
5_5,Garp,05.09.2019,C3,control,Sca_och,ambient,34.5,1.1,1.1,2,46,38,,,,1625,
5_5,Garp,05.09.2019,C3,control,Sca_och,ambient,38,1,1,3,46,31,,,,1626,
5_5,Garp,05.09.2019,C3,control,Sca_och,ambient,23,1.1,0.9,4,39,26,,,,1627,
5_5,Garp,05.09.2019,C3,control,Sca_och,ambient,19.5,0.9,0.9,1,40,34,,,,1749,
5_5,Julia,07.10.2019,C3,control,Sca_och,ambient,18,0.7,0.8,2,38,26,,,,1599,
5_5,Julia,07.10.2019,C3,control,Sca_och,ambient,21,0.7,0.8,1,39,13,,,,1624,
5_5,Martin,07.11.2019,C3,control,Sca_och,ambient,27,0.6,0.7,1,47,45,,,flat,538,
5_5,Christian,12.09.2019,C3,control,Sca_och,ambient,25,1.6,,1,42,32,,,,263,
5_5,Christian,12.09.2019,C3,control,Sca_och,ambient,31,1.5,,6,43,39,,,,268,
5_5,Christian,12.09.2019,C3,control,Sca_och,ambient,17,1.4,,2,46,36,,,,264,
5_5,Christian,12.09.2019,C3,control,Sca_och,ambient,26,1.4,,3,38,21,,,,265,
5_5,Christian,12.09.2019,C3,control,Sca_och,ambient,16,1.2,,4,36,26,,,,266,
5_5,Christian,12.09.2019,C3,control,Sca_och,ambient,26.5,1,,5,27,10,,,,267,
5_5,Martin,17.10.2019,C3,control,Sca_och,ambient,26,0.8,0.8,1,42,34,,,flat,1096,
5_5,Martin,17.10.2019,C3,control,Sca_och,ambient,31,0.7,0.7,2,45,37,,,,1097,
5_5,Garp,18.09.2019,C3,control,Sca_och,ambient,24,0.9,0.8,1,41,26,,,,1903,
5_5,Garp,18.09.2019,C3,control,Sca_och,ambient,14.5,0.9,0.8,2,36,32,,,,1904,
5_5,Garp,18.09.2019,C3,control,Sca_och,ambient,17,0.9,0.8,3,42,32,,,,1905,
5_5,Garp,18.09.2019,C3,control,Sca_och,ambient,34,0.8,0.7,4,52,33,,,,1906,
5_5,Garp,18.09.2019,C3,control,Sca_och,ambient,18,0.7,0.6,5,34,24,,,,1907,
5_5,Garp,22.10.2019,C3,control,Sca_och,ambient,25,1,0.9,1,38,27,,,,1758,
5_5,Martin,26.09.2019,C3,control,Sca_och,ambient,31,0.7,0.6,2,34,30,,,,75,
5_5,Martin,26.09.2019,C3,control,Sca_och,ambient,21.5,,,1,39,32,,,"broke in bag, couldn't measure",74,
5_5,Martin,28.08.2019,C3,control,Sca_och,ambient,25,0.8,0.6,1,39,32,,,,105,
5_5,Martin,29.10.2019,C3,control,Sca_och,ambient,23.5,0.9,0.9,1,44,33,,,,39,
5_5,Martin,29.10.2019,C3,control,Sca_och,ambient,40.5,0.7,0.7,3,42,39,,,,38,
5_5,Sarah,01.10.2019,S1,supplement,Sca_och,ambient,23,0.7,0.6,2,40,40,,,,627,1
5_5,Martin,01.10.2019,S1,supplement,Sca_och,ambient,18,0.6,0.6,1,34,27,,,,548,
5_5,Lara,01.10.2019,S1,supplement,Sca_och,ambient,18,0.4,0.4,5,25,25,,,flat,690,1
5_5,Valentin,01.10.2019,S1,supplement,Sca_och,ambient,29,,,4,55,38,,,forgot size,603,1
5_5,Garp,05.09.2019,S1,supplement,Sca_och,ambient,37.5,0.9,0.9,6,39,25,,,,1726,
5_5,Garp,05.09.2019,S1,supplement,Sca_och,ambient,32.5,0.9,0.9,12,34,22,,,,1732,
5_5,Garp,05.09.2019,S1,supplement,Sca_och,ambient,25.5,1,0.8,11,46,39,,,,1731,
5_5,Garp,05.09.2019,S1,supplement,Sca_och,ambient,24,0.9,0.8,1,43,34,,,,1721,
5_5,Garp,05.09.2019,S1,supplement,Sca_och,ambient,35.5,0.9,0.8,3,46,37,,,,1723,
5_5,Garp,05.09.2019,S1,supplement,Sca_och,ambient,24,0.9,0.8,4,47,38,,,,1724,
5_5,Garp,05.09.2019,S1,supplement,Sca_och,ambient,24,0.9,0.8,9,46,38,,,,1729,
5_5,Garp,05.09.2019,S1,supplement,Sca_och,ambient,30.5,0.9,0.8,15,43,35,,,,1735,
5_5,Garp,05.09.2019,S1,supplement,Sca_och,ambient,23.5,0.9,0.8,18,38,33,,,,1738,
5_5,Garp,05.09.2019,S1,supplement,Sca_och,ambient,29,0.8,0.8,7,31,21,,,,1727,
5_5,Garp,05.09.2019,S1,supplement,Sca_och,ambient,20,0.8,0.8,8,44,35,,,,1728,
5_5,Garp,05.09.2019,S1,supplement,Sca_och,ambient,32,0.8,0.8,16,45,33,,,,1736,
5_5,Garp,05.09.2019,S1,supplement,Sca_och,ambient,32,0.8,0.8,19,37,24,,,,1739,
5_5,Garp,05.09.2019,S1,supplement,Sca_och,ambient,28.5,0.8,0.8,20,43,32,,,,1740,
5_5,Garp,05.09.2019,S1,supplement,Sca_och,ambient,22.5,0.8,0.8,21,50,34,,,,1741,
5_5,Garp,05.09.2019,S1,supplement,Sca_och,ambient,26,0.8,0.8,22,50,14,,,,1742,
5_5,Garp,05.09.2019,S1,supplement,Sca_och,ambient,22.5,0.8,0.8,24,37,30,,,,1744,
5_5,Garp,05.09.2019,S1,supplement,Sca_och,ambient,33.5,0.9,0.7,2,45,37,,,,1722,
5_5,Garp,05.09.2019,S1,supplement,Sca_och,ambient,17.5,0.9,0.7,5,45,32,,,,1725,
5_5,Garp,05.09.2019,S1,supplement,Sca_och,ambient,19,0.8,0.7,13,48,42,,,,1733,
5_5,Garp,05.09.2019,S1,supplement,Sca_och,ambient,21,0.8,0.7,26,40,18,,,,1746,
5_5,Garp,05.09.2019,S1,supplement,Sca_och,ambient,23.5,0.8,0.7,27,45,27,,,,1747,
5_5,Garp,05.09.2019,S1,supplement,Sca_och,ambient,19.5,0.7,0.7,14,37,24,,,,1734,
5_5,Garp,05.09.2019,S1,supplement,Sca_och,ambient,27.5,0.7,0.7,17,50,40,,,,1737,
5_5,Garp,05.09.2019,S1,supplement,Sca_och,ambient,32.5,0.7,0.7,23,37,31,,,,1743,
5_5,Garp,05.09.2019,S1,supplement,Sca_och,ambient,13,0.7,0.7,25,33,18,,,,1745,
5_5,Garp,05.09.2019,S1,supplement,Sca_och,ambient,18.5,0.6,0.7,10,35,17,,,,1730,
5_5,Garp,05.09.2019,S1,supplement,Sca_och,ambient,20,0.6,0.6,28,38,27,,,,1748,
5_5,Christian,10.10.2019,S1,supplement,Sca_och,ambient,18,1.1,,1,52,30,,,,145,
5_5,Christian,10.10.2019,S1,supplement,Sca_och,ambient,19,1,,2,38,16,,,,146,
5_5,Christian,10.10.2019,S1,supplement,Sca_och,ambient,27.5,1,,6,54,47,,,,150,
5_5,Christian,10.10.2019,S1,supplement,Sca_och,ambient,18,0.9,,5,52,43,,,,149,
5_5,Christian,10.10.2019,S1,supplement,Sca_och,ambient,27.5,0.9,,7,49,42,,,,151,
5_5,Christian,10.10.2019,S1,supplement,Sca_och,ambient,15,0.9,,8,42,35,,,,152,
5_5,Christian,10.10.2019,S1,supplement,Sca_och,ambient,21,0.8,,3,40,22,,,,147,
5_5,Christian,10.10.2019,S1,supplement,Sca_och,ambient,24.5,0.8,,9,48,28,,,,153,
5_5,Christian,10.10.2019,S1,supplement,Sca_och,ambient,37,0.7,,4,57,57,,,,148,
5_5,Christian,10.10.2019,S1,supplement,Sca_och,ambient,27,0.7,,10,49,35,,,,154,
5_5,Christian,10.10.2019,S1,supplement,Sca_och,ambient,22,0.7,,11,40,17,,,,155,
5_5,Christian,10.10.2019,S1,supplement,Sca_och,ambient,29,0.5,,12,37,15,,,,156,
5_5,Julia,16.08.2019,S1,supplement,Sca_och,ambient,20,0.8,0.8,2,34,23,,,cap flat,927,
5_5,Julia,16.08.2019,S1,supplement,Sca_och,ambient,27,0.8,0.7,3,36,23,,,cap flat,928,
5_5,Julia,16.08.2019,S1,supplement,Sca_och,ambient,24.5,0.7,0.7,4,31,5,,,cap flat,929,
5_5,Julia,16.08.2019,S1,supplement,Sca_och,ambient,11.5,0.7,0.7,8,49,8,,,,933,
5_5,Julia,16.08.2019,S1,supplement,Sca_och,ambient,28,0.7,0.7,9,31,24,,,,934,
5_5,Julia,16.08.2019,S1,supplement,Sca_och,ambient,19,0.8,0.6,6,33,19,,,cap flat,931,
5_5,Julia,16.08.2019,S1,supplement,Sca_och,ambient,25.5,0.7,0.6,5,38,15,,,cap flat,930,
5_5,Julia,16.08.2019,S1,supplement,Sca_och,ambient,23,0.6,0.6,7,45,12,,,,932,
5_5,Martin,17.10.2019,S1,supplement,Sca_och,ambient,26,0.8,0.8,1,43,26,,,,1133,
5_5,Martin,17.10.2019,S1,supplement,Sca_och,ambient,26,0.7,0.8,4,41,28,,,flat,1117,
5_5,Martin,17.10.2019,S1,supplement,Sca_och,ambient,15,,,3,37,15,,,,1118,
5_5,Valentin,18.09.2019,S1,supplement,Sca_och,ambient,23,0.8,0.7,6,43,28,,,,1059,
5_5,Valentin,18.09.2019,S1,supplement,Sca_och,ambient,20,0.7,0.7,4,44,34,,,,1061,
5_5,Valentin,18.09.2019,S1,supplement,Sca_och,ambient,18,0.6,0.7,11,54,40,,,,1058,
5_5,Valentin,18.09.2019,S1,supplement,Sca_och,ambient,18,0.6,0.7,5,42,31,,,,1060,
5_5,Valentin,18.09.2019,S1,supplement,Sca_och,ambient,20,0.7,0.6,3,47,30,,,,1062,
5_5,Valentin,18.09.2019,S1,supplement,Sca_och,ambient,28,0.7,0.6,9,36,31,,,,1066,
5_5,Valentin,18.09.2019,S1,supplement,Sca_och,ambient,27,0.6,0.6,12,45,39,,,flat,1057,
5_5,Valentin,18.09.2019,S1,supplement,Sca_och,ambient,22,0.6,0.6,10,47,31,,,,1063,
5_5,Valentin,18.09.2019,S1,supplement,Sca_och,ambient,21,0.6,0.6,16,44,30,,,,1065,
5_5,Valentin,18.09.2019,S1,supplement,Sca_och,ambient,26,0.6,0.6,13,44,32,,,,1069,
5_5,Valentin,18.09.2019,S1,supplement,Sca_och,ambient,31,0.6,0.6,8,41,31,,,,1070,
5_5,Valentin,18.09.2019,S1,supplement,Sca_och,ambient,14,0.6,0.6,2,39,34,,,,1071,
5_5,Valentin,18.09.2019,S1,supplement,Sca_och,ambient,20,0.6,0.6,1,49,35,,,,1072,
5_5,Valentin,18.09.2019,S1,supplement,Sca_och,ambient,25,0.6,0.6,7,43,23,,,,1073,
5_5,Valentin,18.09.2019,S1,supplement,Sca_och,ambient,21,0.5,0.6,15,47,26,,,,1067,
5_5,Valentin,18.09.2019,S1,supplement,Sca_och,ambient,21,0.5,0.5,17,40,18,,,,1064,
5_5,Valentin,18.09.2019,S1,supplement,Sca_och,ambient,24,0.5,0.4,14,46,0,,,,1068,
5_5,Julia,20.08.2019,S1,supplement,Sca_och,ambient,28.5,0.8,0.8,1,38,27,,,,956,
5_5,Sam,22.10.2019,S1,supplement,Sca_och,ambient,30,0.7,0.7,1,51,36,,,,643,1
5_5,Sam,22.10.2019,S1,supplement,Sca_och,ambient,31.5,0.6,0.7,2,55,26,,,,642,1
5_5,Sanne,22.10.2019,S1,supplement,Sca_och,ambient,37,0.5,0.7,4,52,0,,,,581,1
5_5,Garp,22.10.2019,S1,supplement,Sca_och,ambient,22,0.7,0.6,5,41,11,,,,1765,
5_5,Garp,22.10.2019,S1,supplement,Sca_och,ambient,32,0.6,0.6,3,49,32,,,,1940,
5_5,Julia,23.08.2019,S1,supplement,Sca_och,ambient,22,0.9,0.8,1,35,23,,,,1163,
5_5,Andreas,23.08.2019,S1,supplement,Sca_och,ambient,27,0.7,0.8,3,5,5,,,,2016,
5_5,Julia,23.08.2019,S1,supplement,Sca_och,ambient,27,0.6,0.6,2,41,11,,,,1162,
5_5,Demetra,26.09.2019,S1,supplement,Sca_och,ambient,28,1,,14,47,36,,,,1200,
5_5,Demetra,26.09.2019,S1,supplement,Sca_och,ambient,30,0.9,,15,47,11,,,,1193,
5_5,Demetra,26.09.2019,S1,supplement,Sca_och,ambient,26,0.8,,11,51,6,,,,1194,
5_5,Demetra,26.09.2019,S1,supplement,Sca_och,ambient,28,0.8,,13,50,13,,,,1201,
5_5,Demetra,26.09.2019,S1,supplement,Sca_och,ambient,26,0.8,,6,40,32,,,,1207,
5_5,Demetra,26.09.2019,S1,supplement,Sca_och,ambient,29,0.7,,16,50,30,,,,1191,
5_5,Demetra,26.09.2019,S1,supplement,Sca_och,ambient,22.5,0.7,,5,47,36,,,ok,1196,
5_5,Demetra,26.09.2019,S1,supplement,Sca_och,ambient,24,0.6,,2,48,2,,,,1195,
5_5,Demetra,26.09.2019,S1,supplement,Sca_och,ambient,14,0.6,,7,43,4,,,,1197,
5_5,Demetra,26.09.2019,S1,supplement,Sca_och,ambient,29.5,0.6,,1,52,32,,,,1208,
5_5,Demetra,26.09.2019,S1,supplement,Sca_och,ambient,29,0.5,,9,47,0,,,,1198,
5_5,Demetra,26.09.2019,S1,supplement,Sca_och,ambient,16,0.5,,4,38,24,,,,1205,
5_5,Demetra,26.09.2019,S1,supplement,Sca_och,ambient,16.5,0.5,,18,39,0,,,,1206,
5_5,Demetra,26.09.2019,S1,supplement,Sca_och,ambient,15,0.4,,8,40,0,,,,1199,
5_5,Martin,28.08.2019,S1,supplement,Sca_och,ambient,25,0.4,0.6,1,42,9,,,,225,
5_5,Martin,29.08.2019,S1,supplement,Sca_och,ambient,30,0.9,0.8,2,38,31,,,,230,
5_5,Martin,29.08.2019,S1,supplement,Sca_och,ambient,23,0.8,0.8,4,38,31,,,,227,
5_5,Martin,29.08.2019,S1,supplement,Sca_och,ambient,21,0.8,0.8,1,32,25,,,,228,
5_5,Martin,29.08.2019,S1,supplement,Sca_och,ambient,26,0.8,0.8,5,46,32,,,,231,
5_5,Martin,29.08.2019,S1,supplement,Sca_och,ambient,24,0.9,0.7,3,43,38,,,,138,
5_5,Martin,29.08.2019,S1,supplement,Sca_och,ambient,18,0.9,0.7,3,40,32,,,,229,
5_5,Martin,29.08.2019,S1,supplement,Sca_och,ambient,29,0.6,0.6,2,36,29,,,,137,
5_5,Martin,29.08.2019,S1,supplement,Sca_och,ambient,21,,,6,37,27,,,,232,
5_5,Garp,04.09.2019,S2,supplement,Sca_och,ambient,28,0.8,0.8,1,44,40,,,,1943,
5_5,Julia,10.10.2019,S2,supplement,Sca_och,ambient,26,0.6,0.7,1,40,25,,,,1550,
5_5,Julia,10.10.2019,S2,supplement,Sca_och,ambient,25,0.6,0.7,2,44,28,,,,1591,
5_5,Garp,12.09.2019,S2,supplement,Sca_och,ambient,25,0.7,0.6,1,39,28,,,,446,
5_5,Julia,16.08.2019,S2,supplement,Sca_och,ambient,18,0.9,0.8,1,53,46,,,,869,
5_5,Martin,17.10.2019,S2,supplement,Sca_och,ambient,26,0.7,0.7,1,42,37,,,flat,1017,
5_5,Martin,26.09.2019,S2,supplement,Sca_och,ambient,20,0.9,0.8,1,44,38,,,,72,
5_5,Garp,01.10.2019,S3,supplement,Sca_och,ambient,17,,,1,45,,,,,390,
5_5,Andreas,08.08.2019,S3,supplement,Sca_och,ambient,17,1.1,1,2,38,38,,,,1961,
5_5,Andreas,08.08.2019,S3,supplement,Sca_och,ambient,16,1.1,1,3,30,30,,,,1963,
5_5,Andreas,08.08.2019,S3,supplement,Sca_och,ambient,13,1,1,1,23,23,,,,1962,
5_5,Garp,12.08.2019,S3,supplement,Sca_och,ambient,15,0.7,0.5,2,52,42,,,,2161,
5_5,Garp,12.08.2019,S3,supplement,Sca_och,ambient,22,0.6,0.5,1,46,21,,,,2160,
5_5,Andreas,13.09.2019,S3,supplement,Sca_och,ambient,30.7,1.1,0.8,1,38,38,,,,2060,
5_5,Julia,16.08.2019,S3,supplement,Sca_och,ambient,,0.8,0.6,1,48,26,,,,935,
5_5,Martin,17.10.2019,S3,supplement,Sca_och,ambient,34,1,1,1,48,44,,,,1108,
5_5,Christopher,22.10.2019,S3,supplement,Sca_och,ambient,20,0.7,0.6,1,31,0,,,,1416,
5_5,Martin,28.08.2019,S3,supplement,Sca_och,ambient,14,0.9,0.8,1,50,49,,,,224,
5_5,Garp,01.10.2019,S4,supplement,Sca_och,ambient,20,1,0.8,2,57,49,,,,2262,
5_5,Garp,01.10.2019,S4,supplement,Sca_och,ambient,36,0.9,0.8,3,53,47,,,,2263,
5_5,Garp,01.10.2019,S4,supplement,Sca_och,ambient,27,0.7,0.8,5,50,41,,,,2265,
5_5,Garp,01.10.2019,S4,supplement,Sca_och,ambient,30,0.9,0.7,4,66,59,,,,2264,
5_5,Garp,01.10.2019,S4,supplement,Sca_och,ambient,28,0.8,0.7,1,55,50,,,,2261,
5_5,Garp,01.10.2019,S4,supplement,Sca_och,ambient,17,0.7,0.6,6,69,49,,,,2266,
5_5,Martin,05.09.2019,S4,supplement,Sca_och,ambient,19,1.4,1.2,33,58,54,,,,1408,
5_5,Martin,05.09.2019,S4,supplement,Sca_och,ambient,44,1.5,1,3,64,54,,,,1378,
5_5,Martin,05.09.2019,S4,supplement,Sca_och,ambient,30,1.4,1,2,65,61,,,,1377,
5_5,Martin,05.09.2019,S4,supplement,Sca_och,ambient,39,1.4,1,31,60,51,,,,1406,
5_5,Martin,05.09.2019,S4,supplement,Sca_och,ambient,20,1.3,1,23,66,56,,,,1398,
5_5,Martin,05.09.2019,S4,supplement,Sca_och,ambient,28,1.3,1,24,55,42,,,,1399,
5_5,Martin,05.09.2019,S4,supplement,Sca_och,ambient,39,1.3,1,25,60,55,,,,1400,
5_5,Martin,05.09.2019,S4,supplement,Sca_och,ambient,27,1.3,1,26,69,60,,,,1401,
5_5,Martin,05.09.2019,S4,supplement,Sca_och,ambient,23,1.2,1,7,72,61,,,,1382,
5_5,Martin,05.09.2019,S4,supplement,Sca_och,ambient,50,1.2,1,8,66,56,,,,1383,
5_5,Martin,05.09.2019,S4,supplement,Sca_och,ambient,34,1.2,0.9,5,71,64,,,,1380,
5_5,Martin,05.09.2019,S4,supplement,Sca_och,ambient,12,1.2,0.9,28,54,42,,,,1403,
5_5,Martin,05.09.2019,S4,supplement,Sca_och,ambient,30,1.2,0.9,32,57,53,,,,1407,
5_5,Martin,05.09.2019,S4,supplement,Sca_och,ambient,30,1,0.9,1,63,61,,,,1376,
5_5,Martin,05.09.2019,S4,supplement,Sca_och,ambient,39,1,0.9,6,62,52,,,,1381,
5_5,Martin,05.09.2019,S4,supplement,Sca_och,ambient,29,1,0.9,17,69,32,,,,1392,
5_5,Martin,05.09.2019,S4,supplement,Sca_och,ambient,36,1,0.9,20,57,52,,,,1395,
5_5,Martin,05.09.2019,S4,supplement,Sca_och,ambient,44,1.1,0.8,29,53,30,,,,1404,
5_5,Martin,05.09.2019,S4,supplement,Sca_och,ambient,28.5,0.9,0.8,19,62,30,,,,1394,
5_5,Martin,05.09.2019,S4,supplement,Sca_och,ambient,24,0.9,0.8,21,62,52,,,,1396,
5_5,Martin,05.09.2019,S4,supplement,Sca_och,ambient,37,0.8,0.8,18,59,46,,,flat,1393,
5_5,Martin,05.09.2019,S4,supplement,Sca_och,ambient,24,0.8,0.8,22,65,38,,,,1397,
5_5,Martin,05.09.2019,S4,supplement,Sca_och,ambient,37.5,1,0.7,4,55,27,,,,1379,
5_5,Julia,07.10.2019,S4,supplement,Sca_och,ambient,25,0.9,0.7,1,61,59,,,,1620,
5_5,Julia,07.10.2019,S4,supplement,Sca_och,ambient,22,0.8,0.7,1,54,47,,,,1618,
5_5,Andreas,09.08.2019,S4,supplement,Sca_och,ambient,40,1.3,0.9,,32,32,,,,1982,
5_5,Andreas,09.08.2019,S4,supplement,Sca_och,ambient,43.5,1.2,0.8,,16,16,,,,1981,
5_5,Julia,10.10.2019,S4,supplement,Sca_och,ambient,36,0.7,0.7,1,68,0,,,,1611,
5_5,Julia,10.10.2019,S4,supplement,Sca_och,ambient,25,0.6,0.6,2,48,0,,,,1610,
5_5,Garp,12.08.2019,S4,supplement,Sca_och,ambient,35,0.9,0.8,1,61,54,,,,2162,
5_5,Martin,13.09.2019,S4,supplement,Sca_och,ambient,48,1,0.9,8,64,68,,,,1145,
5_5,Martin,13.09.2019,S4,supplement,Sca_och,ambient,44,1,0.9,3,53,47,,,,1152,
5_5,Martin,13.09.2019,S4,supplement,Sca_och,ambient,48,1.1,0.8,17,65,45,,,,1147,
5_5,Martin,13.09.2019,S4,supplement,Sca_och,ambient,40,1,0.8,10,52,55,,,,1142,
5_5,Martin,13.09.2019,S4,supplement,Sca_och,ambient,58,1,0.8,18,62,56,,,,1144,
5_5,Martin,13.09.2019,S4,supplement,Sca_och,ambient,40,1,0.8,2,57,45,,,,1149,
5_5,Martin,13.09.2019,S4,supplement,Sca_och,ambient,52,1,0.8,7,62,45,,,,1150,
5_5,Martin,13.09.2019,S4,supplement,Sca_och,ambient,47,0.9,0.8,14,57,56,,,,1137,
5_5,Martin,13.09.2019,S4,supplement,Sca_och,ambient,46,0.8,0.8,12,55,51,,,,1141,
5_5,Martin,13.09.2019,S4,supplement,Sca_och,ambient,57,0.9,0.7,11,74,59,,,,1136,
5_5,Martin,13.09.2019,S4,supplement,Sca_och,ambient,48,0.9,0.7,1,54,37,,,,1148,
5_5,Martin,13.09.2019,S4,supplement,Sca_och,ambient,45,0.7,0.7,4,54,49,,,,1151,
5_5,Martin,13.09.2019,S4,supplement,Sca_och,ambient,65,1,0.6,16,72,68,,,,1139,
5_5,Martin,13.09.2019,S4,supplement,Sca_och,ambient,42,0.9,0.6,5,41,32,,,,1146,
5_5,Martin,13.09.2019,S4,supplement,Sca_och,ambient,42,0.8,0.6,15,44,53,,,,1138,
5_5,Martin,13.09.2019,S4,supplement,Sca_och,ambient,49,0.8,0.6,13,54,48,,,,1140,
5_5,Martin,13.09.2019,S4,supplement,Sca_och,ambient,43,0.7,0.6,6,63,51,,,,1153,
5_5,Martin,13.09.2019,S4,supplement,Sca_och,ambient,62,,,9,67,63,,,,1143,
5_5,Julia,16.08.2019,S4,supplement,Sca_och,ambient,20,0.7,0.7,1,50,34,,,,868,
5_5,Julia,17.10.2019,S4,supplement,Sca_och,ambient,23,1,0.8,2,57,49,,,,1282,
5_5,Julia,17.10.2019,S4,supplement,Sca_och,ambient,18,0.9,0.8,1,76,40,,,,1287,
5_5,Julia,17.10.2019,S4,supplement,Sca_och,ambient,33,0.8,0.7,3,55,40,,,,1281,
5_5,Garp,18.09.2019,S4,supplement,Sca_och,ambient,25.5,1,0.9,13,52,41,,,,1848,
5_5,Garp,18.09.2019,S4,supplement,Sca_och,ambient,35,1.1,0.8,2,67,12,,,,1835,
5_5,Garp,18.09.2019,S4,supplement,Sca_och,ambient,26.5,1.1,0.8,3,67,60,,,,1836,
5_5,Garp,18.09.2019,S4,supplement,Sca_och,ambient,5.5,1.1,0.8,9,60,52,,,,1838,
5_5,Garp,18.09.2019,S4,supplement,Sca_och,ambient,29.5,1.1,0.8,15,60,52,,,,1845,
5_5,Garp,18.09.2019,S4,supplement,Sca_och,ambient,17.5,1,0.8,6,53,49,,,,1837,
5_5,Garp,18.09.2019,S4,supplement,Sca_och,ambient,20.5,0.9,0.8,1,52,44,,,,1834,
5_5,Garp,18.09.2019,S4,supplement,Sca_och,ambient,28,0.9,0.7,10,71,59,,,,1844,
5_5,Garp,18.09.2019,S4,supplement,Sca_och,ambient,25,0.9,0.7,12,57,4,,,,1846,
5_5,Garp,18.09.2019,S4,supplement,Sca_och,ambient,23.5,0.9,0.7,4,59,52,,,,1850,
5_5,Garp,18.09.2019,S4,supplement,Sca_och,ambient,28.5,0.8,0.7,7,52,45,,,,1839,
5_5,Garp,18.09.2019,S4,supplement,Sca_och,ambient,25,0.8,0.7,16,62,56,,,,1843,
5_5,Garp,18.09.2019,S4,supplement,Sca_och,ambient,25.5,0.9,0.6,11,56,48,,,,1849,
5_5,Garp,18.09.2019,S4,supplement,Sca_och,ambient,38.5,0.9,0.6,5,60,46,,,,1851,
5_5,Garp,18.09.2019,S4,supplement,Sca_och,ambient,41.5,0.7,0.6,19,63,48,,,,1840,
5_5,Garp,18.09.2019,S4,supplement,Sca_och,ambient,25,0.7,0.6,14,58,49,,,,1847,
5_5,Garp,18.09.2019,S4,supplement,Sca_och,ambient,37.5,0.6,0.6,18,42,17,,,,1841,
5_5,Garp,18.09.2019,S4,supplement,Sca_och,ambient,39.5,,,17,69,59,,,,1842,
5_5,Garp,18.09.2019,S4,supplement,Sca_och,ambient,14.5,,,8,66,49,,,,1852,
5_5,Christopher,22.10.2019,S4,supplement,Sca_och,ambient,30,1,0.8,2,50,35,,,,1415,
5_5,Garp,22.10.2019,S4,supplement,Sca_och,ambient,27,1,0.8,3,42,41,,,,1757,
5_5,Sanne,22.10.2019,S4,supplement,Sca_och,ambient,23,0.9,0.7,4,42,10,,,,580,1
5_5,Garp,22.10.2019,S4,supplement,Sca_och,ambient,27,0.8,0.7,1,53,45,,,,1756,
5_5,Garp,23.08.2019,S4,supplement,Sca_och,ambient,21,1.5,1,5,68,60,,,,2271,
5_5,Andreas,23.08.2019,S4,supplement,Sca_och,ambient,22,1.3,0.9,3,22,22,,,,2019,
5_5,Andreas,23.08.2019,S4,supplement,Sca_och,ambient,30,1.2,0.9,2,17,17,,,,2018,
5_5,Garp,23.08.2019,S4,supplement,Sca_och,ambient,44,1.1,0.9,7,64,60,,,,2269,
5_5,Garp,23.08.2019,S4,supplement,Sca_och,ambient,28,1.1,0.9,6,47,40,,,,2270,
5_5,Andreas,23.08.2019,S4,supplement,Sca_och,ambient,26,1,0.8,4,0,0,,,,2021,
5_5,Garp,23.08.2019,S4,supplement,Sca_och,ambient,27,1,0.8,8,44,34,,,,2268,
5_5,Andreas,23.08.2019,S4,supplement,Sca_och,ambient,18,1,0.7,1,0,0,,,,2017,
5_5,Andreas,23.08.2019,S4,supplement,Sca_och,ambient,28,0.8,0.7,9,0,0,,,,2020,
5_5,Martin,26.08.2019,S4,supplement,Sca_och,ambient,26,1.3,0.9,4,67,61,,,,101,
5_5,Martin,26.08.2019,S4,supplement,Sca_och,ambient,11,1.3,0.9,1,65,61,,,,104,
5_5,Martin,26.08.2019,S4,supplement,Sca_och,ambient,36,1.2,0.8,6,51,47,,,,99,
5_5,Martin,26.08.2019,S4,supplement,Sca_och,ambient,26,1.1,0.8,5,68,64,,,,100,
5_5,Martin,26.08.2019,S4,supplement,Sca_och,ambient,19,1,0.8,2,54,49,,,,103,
5_5,Martin,26.08.2019,S4,supplement,Sca_och,ambient,33,0.9,0.8,7,59,58,,,,98,
5_5,Martin,26.08.2019,S4,supplement,Sca_och,ambient,29,1,0.6,3,69,67,,,,102,
